Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Kenetik,https://www.crunchbase.com/organization/vitanav,"Feb 6, 2026","$10,663,024",Not Started,"Dietary Supplements, Food and Beverage, Nutrition","Halethorpe, Maryland, United States",Kenetik is a nutrition food and beverages company that offers healthy ketone energy drinks.,"16,697",https://drinkkenetik.com/,—,—,—,,https://www.linkedin.com/company/drinkkenetik/,1-10,"$4,385,709",2019
Alternatifbank,https://www.crunchbase.com/organization/alternatifbank,"Feb 6, 2026","$200,000,000",Not Started,"Banking, Financial Services","Istanbul, Istanbul, Turkey","Alternatifbank ovides a range of banking products and services to corporate, commercial, and retail customers in Turkey.","19,358",https://www.alternatifbank.com.tr/,$100M to $500M,—,—,https://x.com/alternatifbank,https://www.linkedin.com/company/alternatifbank,1001-5000,"$200,000,000",1991
Friendship Village,https://www.crunchbase.com/organization/friendship-village-kalamazoo,"Feb 6, 2026","$103,585,000",Not Started,"Assisted Living, Elder Care, Health Care, Medical","Kalamazoo, Michigan, United States",Friendship Village Kalamazoo is a nonprofit senior living life plan community.,"20,971",https://friendshipvillagemi.com/,$10M to $50M,Ziegler,Ziegler,,https://www.linkedin.com/company/friendship-village-kalamazoo/,251-500,"$103,585,000",1975
Metrosert,https://www.crunchbase.com/organization/metrosert,"Feb 6, 2026","€11,400,000",Not Started,"Consulting, Test and Measurement, Training","Tallinn, Harjumaa, Estonia","Metrosert maintains Estonia's measurement standards and offers calibration, certification, and precious metal assay services.","24,017",https://www.metrosert.ee/,$1M to $10M,Nordic Investment Bank,Nordic Investment Bank,,https://www.linkedin.com/company/as-metrosert,101-250,"€11,400,000",1919
Opendorse,https://www.crunchbase.com/organization/opendorse,"Feb 6, 2026","$41,767,163",Not Started,"Brand Marketing, Enterprise Software, Marketplace, Publishing, SaaS, Social Media Management, Software, Sports","Lincoln, Nebraska, United States",Opendorse operates a SaaS-enabled Marketplace in the athlete endorsement industry.,"49,468",http://opendorse.com/,Less than $1M,"Invest Nebraska, Serra Ventures, Flyover Capital, Advantage Capital, Nebraska Angel Network","Flyover Capital, Invest Nebraska, Nebraska Angel Network, Serra Ventures",https://x.com/opendorse,http://www.linkedin.com/company/opendorse,51-100,"$2,132,163","Nov 1, 2012"
Raiffeisenlandesbank Niederösterreich-Wien,https://www.crunchbase.com/organization/raiffeisenlandesbank-nieder%C3%B6sterreich-wien,"Feb 6, 2026","€500,000,000",Not Started,"Banking, Finance, Financial Services","Vienna, Wien, Austria","Raiffeisenlandesbank Niederösterreich-Wien is a bank that offers private banking, online banking, and corporate banking.","90,019",https://www.raiffeisen.at/noew/rlb/de/privatkunden.html,$500M to $1B,—,—,,https://www.linkedin.com/company/9543745,10001+,"€500,000,000",2010
Forerunner,https://www.crunchbase.com/organization/forerunner-0de4,"Feb 5, 2026","$40,500,000",Not Started,"Artificial Intelligence (AI), Geospatial, Government, Software","San Francisco, California, United States",Forerunner is an AI-powered geospatial platform that assists governments in updating their operations and enhancing community resilience.,201,https://withforerunner.com/,Less than $1M,"Wellington Management, Union Square Ventures, Everywhere Ventures, Flybridge, SE Ventures","Union Square Ventures, Wellington Management, XFactor Ventures",https://x.com/withforerunner,https://www.linkedin.com/company/with-forerunner,101-250,"$26,300,000","Jan 1, 2018"
Fundamental,https://www.crunchbase.com/organization/fundamental-404d,"Feb 5, 2026","$255,000,000",Not Started,"Artificial Intelligence (AI), Foundational AI, Software","San Francisco, California, United States",Fundamental is an AI research company that focuses on overcoming the fundamental challenges of machine learning.,315,https://fundamental.tech/,—,"Valor Equity Partners, Headline, Salesforce Ventures, Battery Ventures, Oak HC/FT","Battery Ventures, Headline, Hetz Ventures, Oak HC/FT, Salesforce Ventures",https://x.com/ltmpredict,https://www.linkedin.com/company/_fundamentalhq,51-100,"$225,000,000",2024
Turnstile,https://www.crunchbase.com/organization/turnstile-dba4,"Feb 5, 2026","$51,810,000",Not Started,"FinTech, SaaS, Software","San Francisco, California, United States",Modern revenue automation in minutes,329,https://www.tryturnstile.com/,$1M to $10M,"Illuminate Financial, Flex Capital, OMERS Ventures, First Round Capital",—,,https://www.linkedin.com/company/turnstile-co/,11-50,"$29,000,000",2021
Accrual,https://www.crunchbase.com/organization/accrual-87d3,"Feb 5, 2026","$91,449,979",Not Started,"Artificial Intelligence (AI), Information Technology, SaaS, Software","Beverly Hills, California, United States",Accrual is an AI-driven accounting platform that streamlines and unifies tax preparation and financial workflows for accounting firms.,471,https://www.accrual.com/,—,"General Catalyst, PruVen Capital, Go Global Ventures, Edward Jones Ventures",General Catalyst,https://x.com/accrualhq,https://www.linkedin.com/company/accrual,11-50,"$75,000,000",2024
Daytona,https://www.crunchbase.com/organization/daytona-4480,"Feb 5, 2026","$38,000,000",Not Started,"Artificial Intelligence (AI), Cloud Infrastructure, Generative AI, Web Development","New York, New York, United States","Daytona is cloud infrastructure for AI agents, enabling them to run tools and code autonomously in fast, secure, and isolated environments.",491,https://www.daytona.io/,$1M to $10M,"500 Global, FirstMark, e2vc, Pace Capital, Datadog","FirstMark, Upfront Ventures",https://x.com/daytonaio,https://www.linkedin.com/company/daytonaio/,11-50,"$24,000,000",2023
Lawhive,https://www.crunchbase.com/organization/lawhive,"Feb 5, 2026","$114,200,000",Not Started,"Artificial Intelligence (AI), Legal Tech, SaaS","London, England, United Kingdom",Lawhive connects clients with solicitors through an online legal services platform.,524,https://lawhive.co.uk/,$1M to $10M,"TQ Ventures, Oraseya Capital, Episode 1, Balderton Capital, Google Ventures","Episode 1, Google Ventures, Mitch Rales, TQ Ventures",https://x.com/lawhiveHQ,https://www.linkedin.com/company/joinlawhive,101-250,"$60,000,000",2019
Goodfire,https://www.crunchbase.com/organization/goodfire-b4cb,"Feb 5, 2026","$207,000,000",Not Started,"Artificial Intelligence (AI), Generative AI, Information Technology","San Francisco, California, United States","Goodfire is an AI research lab using interpretability to turn AI into something that can be understood, debugged, and shaped like software",541,https://goodfire.ai/,—,"Anthropic, Menlo Ventures, B Capital, Lightspeed Venture Partners, South Park Commons","B Capital, Lightspeed Venture Partners, Menlo Ventures",https://x.com/GoodfireAI,https://www.linkedin.com/company/goodfire-ai,11-50,"$150,000,000",Jun 2024
Oxide Computer Company,https://www.crunchbase.com/organization/oxide,"Feb 5, 2026","$394,000,000",Not Started,"Cloud Infrastructure, Embedded Systems, Hardware, Information Technology, Software","Emeryville, California, United States",Oxide Computer Company is a maker of server racks for on-premises compute infrastructure.,615,https://oxide.computer/,$10M to $50M,"Eclipse Ventures, Friends & Family Capital, US Innovative Technology Fund, Rally Ventures, Riot Ventures","Eclipse Ventures, US Innovative Technology Fund",https://x.com/oxidecomputer,https://www.linkedin.com/company/oxidecomputer,51-100,"$200,000,000","Sep 9, 2019"
Anchorage Digital,https://www.crunchbase.com/organization/anchorage,"Feb 5, 2026","$587,000,000",Not Started,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software","San Francisco, California, United States",Anchorage Digital is a regulated crypto platform that provides institutions with integrated financial services and infrastructure solutions.,718,https://www.anchorage.com/,—,"Andreessen Horowitz, BlackRock, Wellington Management, Khosla Ventures, Apollo","Andreessen Horowitz, Blockchain Capital, GIC, Kohlberg Kravis Roberts & Co., Tether",https://x.com/anchorage,https://www.linkedin.com/company/anchorage,251-500,"$100,000,000",2017
LB Pharmaceuticals,https://www.crunchbase.com/organization/lb-pharmaceuticals,"Feb 5, 2026","$233,200,145",Not Started,"Biopharma, Biotechnology, Pharmaceutical","New York, New York, United States",LB Pharmaceuticals specializes in developing LB-102 (n-Methyl amisulpride) as a treatment for schizophrenia.,849,http://lbpharma.us/,$1M to $10M,"TCG Crossover, Vida Ventures, Commodore Capital, Pivotal bioVenture Partners, Balyasny Asset Management",Deep Track Capital,https://x.com/lb_pharma,,11-50,"$100,000,000",Sep 2015
R3 Robotics,https://www.crunchbase.com/organization/circu-li-ion,"Feb 5, 2026","€28,500,000",Not Started,"Battery, CleanTech, Energy Storage, Recycling, Sustainability","Foetz, Luxembourg, Luxembourg",R3 Robotics is an industrial robotics company that develops AI-powered automated disassembly systems for end-of-life processing.,943,https://www.circuli-ion.com/,$10M to $50M,"Oetker Collection KG, Suma Capital, Amazon, BONVENTURE, European Innovation Council Fund","Amazon, BONVENTURE, EIC Accelerator, HG Ventures, Suma Capital",,https://www.linkedin.com/company/circu-li-ion,11-50,"€14,000,000",Jun 2021
Dynasty Financial Partners,https://www.crunchbase.com/organization/dynasty-financial-partners,"Feb 5, 2026","$175,000,000",Not Started,"Advice, Consulting, Finance, Financial Services, Wealth Management","St. Petersburg, Florida, United States",Dynasty Financial Partners provides wealth management solutions and business services to financial advisory firms.,"1,054",http://dynastyfinancialpartners.com/,$100M to $500M,"BlackRock, Fortress Investment Group, ABRY Partners, JP Morgan, Charles Schwab","Abacus Life, Envestnet",https://x.com/DynastyFP,https://www.linkedin.com/company/dynasty-financial-partners,101-250,—,2010
Angitia Biopharmaceuticals,https://www.crunchbase.com/organization/angitia-biopharmaceuticals,"Feb 5, 2026","$406,000,000",Not Started,"Biopharma, Biotechnology, Health Care, Medical","Westlake Village, California, United States",Angitia Biopharmaceuticals develops biologic therapies for musculoskeletal diseases.,"1,329",https://angitiabio.com/,$10M to $50M,"RA Capital Management, Wellington Management, BlackRock, Hillhouse Investment, Legend Capital","Bain Capital Life Sciences, Frazier Life Sciences, Hillhouse Ventures, Morningside, Morningside, Venrock Healthcare Capital Partners, Yuekai Securities",,https://www.linkedin.com/company/angitiabio,51-100,"$130,000,000",2018
Sapiom,https://www.crunchbase.com/organization/sapiom,"Feb 5, 2026","$15,750,000",Not Started,"Artificial Intelligence (AI), Financial Services, Fraud Detection, Payments","San Francisco, California, United States",Sapiom gives AI agents trusted access to the API economy.,"1,587",https://www.sapiom.ai/,—,"Anthropic, Menlo Ventures, Accel, Plug and Play, Coinbase Ventures",Accel,https://x.com/sapiom,https://www.linkedin.com/company/sapiom/,1-10,"$15,750,000",Aug 2025
Advance,https://www.crunchbase.com/organization/advance-737e,"Feb 5, 2026","$8,550,000",Not Started,"Financial Services, FinTech, InsurTech, Payments","New York, New York, United States",Advance is a fintech company that offers a payments platform for insurance premiums.,"1,769",https://advancehq.com/,—,"nvp capital, Crystal Venture Partners, Vesey Ventures, Mensch Capital Partners, Assaf Wand",nvp capital,,https://www.linkedin.com/company/advancepayments/,1-10,"$8,550,000",2024
Revolve Renewable Power,https://www.crunchbase.com/organization/philippine-metals,"Feb 5, 2026","$47,119,045",Not Started,"Energy, Renewable Energy, Semiconductor","Dublin, Dublin, Ireland","Revolve Renewable Power helps in developing utility-scale renewable energy generation projects with a focus on wind, solar.","2,249",https://www.revolve-renewablepower.com/,$1M to $10M,"Re Royalties, Vancity, Callaway Capital Management","Callaway Capital Management, Re Royalties, Vancity",https://x.com/PowerRevolve,https://www.linkedin.com/company/revolve-renewable-power,11-50,"$40,000,000",2012
TWAICE,https://www.crunchbase.com/organization/twaice,"Feb 5, 2026","$99,816,455",Not Started,"Artificial Intelligence (AI), Battery, Information Technology, Predictive Analytics, Software","Munich, Bayern, Germany",TWAICE is a battery company developing analytics software that addresses the transparency and predictability of batteries.,"2,458",https://twaice.com/,$10M to $50M,"European Investment Bank, Speedinvest, Cherry Ventures, Coatue, Creandum","Cherry Ventures, Coatue, Creandum, Energize Capital, European Investment Bank, Speedinvest, UVC Partners",https://x.com/TwaiceTech,https://www.linkedin.com/company/twaice/,101-250,"€24,000,000",Jun 2018
Vexlum,https://www.crunchbase.com/organization/vexlum,"Feb 5, 2026","€10,000,000",Not Started,"Information Technology, Semiconductor","Tampere, Western Finland, Finland",Vexlum Provider of high-brightness semiconductor laser technology.,"2,759",https://vexlum.com/,—,"Tesi, Nordea, Kvanted Ventures, European Innovation Council Fund, EIC Accelerator","EIC Accelerator, Kvanted Ventures, Nordea",https://x.com/vexlumLtd,https://www.linkedin.com/company/vexlum/,11-50,"€6,000,000",2017
BeConfident,https://www.crunchbase.com/organization/beconfident-d6a1,"Feb 5, 2026","$17,800,000",Not Started,"Education, E-Learning, Generative AI, Language Learning, Machine Learning, Messaging, Mobile, Mobile Apps, Natural Language Processing","San Francisco, California, United States",Practice English with AI on WhatsApp and Mobile App (voice calling + messaging + activities),"3,151",https://beconfident.app/en-us,—,"Latitud, Prosus Ventures, Alexia Ventures, Google for Startups, Scale-Up Ventures","Ford Street Ventures, Google for Startups, Latitud, Prosus Ventures",,https://www.linkedin.com/company/beconfidentapp,51-100,"$15,800,000",Apr 2023
Hercules Capital,https://www.crunchbase.com/organization/herculescapital,"Feb 5, 2026","$1,684,000,000",Not Started,"Commercial Lending, Financial Services, Lending, Venture Capital","San Mateo, California, United States",Hercules Capital is a finance company that provides loans to venture capital companies in sectors like technology and life sciences.,"3,161",http://www.htgc.com/,$100M to $500M,"MUFG Bank, Citizens Bank, Synovus, Zions Bancorporation, Customers Bank",—,https://x.com/htgcinc,https://www.linkedin.com/company/hercules-capital,51-100,"$300,000,000","Dec 30, 2003"
APEXX,https://www.crunchbase.com/organization/apexx-fintech,"Feb 5, 2026","$47,000,000",Not Started,"Finance, FinTech, Payments","London, England, United Kingdom",APEXX provides payment gateway solution for businesses.,"3,192",https://apexx.global/,$50M to $100M,"Finch Capital, MMC Ventures, Alliance VC, Forward Partners","Finch Capital, Forward Partners, MMC Ventures",https://x.com/apexx_global,https://www.linkedin.com/company/apexxglobal,51-100,"$10,000,000",2016
Morpheus Space,https://www.crunchbase.com/organization/morpheus-space,"Feb 5, 2026","$44,590,000",Not Started,"Aerospace, Hardware, Satellite Communication","El Segundo, California, United States","Morpheus Space builds modular, scalable satellite propulsion.","3,326",http://www.morpheus.space/,$1M to $10M,"Techstars, Vsquared Ventures, Alpine Space Ventures, European Investment Fund, Lavrock Ventures","Alpine Space Ventures, NASA, Vsquared Ventures",https://x.com/morpheusspace,https://www.linkedin.com/company/morpheus-space,11-50,"$15,000,000",2018
Sidekick,https://www.crunchbase.com/organization/sidekick-2272,"Feb 5, 2026","£19,830,000",Not Started,"Finance, Financial Services, Personal Finance","London, England, United Kingdom",Sidekick offers expertly-managed portfolios for the modern investor.,"3,600",https://www.sidekickmoney.com/,—,"Octopus Ventures, Seedcamp, TheVentureCity, Development Bank of Wales, PactVC","Development Bank of Wales, Eos Venture Partners, Octopus Ventures, PactVC, TheVentureCity",https://x.com/sidekick_money,https://www.linkedin.com/company/sidekick-money,11-50,"£8,000,000",2022
Pay with Spire,https://www.crunchbase.com/organization/buy-it-mobility,"Feb 5, 2026","$32,625,194",Not Started,Financial Services,"New York, New York, United States",Pay with Spire a mobile commerce platform that verifies and authenticates consumers and transactions.,"3,675",https://paywithspire.com/,$1M to $10M,Continental Investment Partners,Continental Investment Partners,,https://www.linkedin.com/company/paywithspire/posts/?feedView=all,11-50,"$10,000,000",2009
NineDot Energy,https://www.crunchbase.com/organization/ninedot-energy,"Feb 5, 2026","$1,085,200,000",Not Started,"Clean Energy, CleanTech, Energy, Energy Efficiency","Brooklyn, New York, United States",NineDot Energy develops battery storage sites and other energy solutions.,"3,835",http://www.nine.energy/,—,"Deutsche Bank, SolaREIT, The Carlyle Group, Natixis Corporate & Investment Banking, First Citizens Bank","CIT Group, Deutsche Bank, First Citizens Bank, Manulife Investment Management, Monarch Private Capital, Natixis Corporate & Investment Banking, NY Green Bank, NYSERDA, SolaREIT, Sumitomo Mitsui Banking Corporation",https://x.com/ninedotenergy,https://www.linkedin.com/company/ninedotenergy,51-100,"$431,000,000",2015
Ondas Networks,https://www.crunchbase.com/organization/ondas-networks,"Feb 5, 2026","$1,997,460,025",Not Started,"Data Center Automation, Drone Management, Drones, Internet, Internet of Things, Wireless","Sunnyvale, California, United States",Ondas Networks is a wireless networking company that designs and manufactures its multi-patented SDR platform.,"4,313",https://www.ondas.com/,$10M to $50M,—,—,https://x.com/OndasHoldings,https://www.linkedin.com/company/ondasnetworks,11-50,"$8,400,025",2006
Tungsten West,https://www.crunchbase.com/organization/tungsten-west,"Feb 5, 2026","£124,315,675",Not Started,"Chemical, Mineral, Mining","London, England, United Kingdom",Tungsten West is a mining development company.,"4,343",https://www.tungstenwest.com/,$1M to $10M,"Export-Import Bank of the United States, Lansdowne Partners, Baker Steel Capital Managers LLP","Export-Import Bank of the United States, Lansdowne Partners",https://x.com/tungstenwest,https://www.linkedin.com/company/tungsten-west-limited/,51-100,"£44,370,000",2019
Lincoln Avenue Communities,https://www.crunchbase.com/organization/lincoln-avenue-capital,"Feb 5, 2026","$96,320,000",Not Started,"Property Management, Real Estate, Service Industry","Santa Monica, California, United States",Lincoln Avenue Capital Management engages in property management and real estate services.,"4,560",https://www.lincolnavenue.com/,$1M to $10M,"JP Morgan Chase, Barings, National Equity Fund, WNC & Associates, Ohio Capital Corporation for Housing","OCFC lending, Ohio Capital Corporation for Housing, SANTA FE COUNTY, WNC & Associates",,https://www.linkedin.com/company/lincolnavenue,51-100,"$51,000,000",2016
Flock AI,https://www.crunchbase.com/organization/flock-ai,"Feb 5, 2026","$6,000,000",Not Started,"Artificial Intelligence (AI), Information Technology, Software","New City, New York, United States","Flock AI provides an AI platform for brands to create custom, on-model images and visuals for beauty and apparel businesses.","4,581",https://www.flockshop.ai/,—,"Work-Bench, beehiiv, January Ventures, Outlander VC, Red Bike Capital",Work-Bench,https://x.com/flock_ai,http://www.linkedin.com/company/flockai,11-50,"$6,000,000",Feb 2022
Connect Music,https://www.crunchbase.com/organization/connect-music,"Feb 5, 2026","$80,000,000",Not Started,"Apps, Mobile, Music","Memphis, Tennessee, United States",Connect Music may distribute an endless amount of music and have the same worldwide exposure as musicians and record labels.,"4,819",https://connectmusic.com/,—,"Variant Investments, Rockmont Partners","Rockmont Partners, Variant Investments",,,—,"$80,000,000",—
Willie's Remedy+,https://www.crunchbase.com/organization/willie-s-remedy-9947,"Feb 5, 2026","$15,000,000",Not Started,"Alternative Medicine, B2C, Brewing, Cannabis, Digital Marketing, E-Commerce, Food and Beverage, Health Care, Plant-Based Foods, Subscription Service","Austin, Texas, United States","Willie's Remedy+ offers hemp-derived THC-infused seltzers, shots, and spirits as low-dose social drink alternatives to alcohol.","5,944",https://www.drinkwillies.com/,—,"Left Lane Capital, Second Sight Ventures",Left Lane Capital,https://www.twitter.com/drinkwillies,,—,"$15,000,000",Mar 2025
Midas,https://www.crunchbase.com/organization/midas-4018,"Feb 5, 2026","$10,000,000",Not Started,"Artificial Intelligence (AI), Training","New York, New York, United States",Midas is an AI infrastructure company that verifies the mathematical correctness of models by checking training data.,"6,089",https://trymidas.ai/,—,"Valor Equity Partners, Nova","Nova, Valor Equity Partners",,,—,"$10,000,000",—
Pluto.markets,https://www.crunchbase.com/organization/pluto-markets,"Feb 5, 2026","$9,500,000",Not Started,"Apps, Financial Services, FinTech, Trading Platform, Wealth Management","Copenhagen, Hovedstaden, Denmark",Next-Gen Investing for 100m Underserved Europeans,"6,405",https://pluto.markets/,$1M to $10M,"Goodwater Capital, Y Combinator, Seed Capital, Unpopular Ventures, Nordic Makers","Magnetic Capital, Seed Capital",,https://www.linkedin.com/company/pluto-markets/,11-50,"$6,000,000",2021
Cadastral,https://www.crunchbase.com/organization/cadastral,"Feb 5, 2026","$9,500,000",Not Started,"Artificial Intelligence (AI), Real Estate, Software","New York, New York, United States",Cadastral is an AI-native software firm that develops vertically tailored intelligence for the commercial real estate industry.,"6,760",https://cadastral.ai/,—,"Navitas Capital, 1Sharpe Ventures, AvalonBay Communities, JLL Spark Global Ventures, Equity Residential",Navitas Capital,,http://linkedin.com/company/cadastral-ai/,1-10,"$9,500,000",2023
Atlas Energy Solutions,https://www.crunchbase.com/organization/atlas-energy-solutions-b74d,"Feb 5, 2026","$1,354,500,005",Not Started,"Industrial, Logistics, Oil and Gas","Austin, Texas, United States",Atlas Energy Solutions produces proppant and provides logistics services for the oil and gas industry.,"7,754",https://atlas.energy/,$1B to $10B,"Eldridge, Stonebriar Commerical Finance","Eldridge, Stonebriar Commerical Finance",,https://www.linkedin.com/company/atlas-energy-solutions,1001-5000,"$375,000,000",2017
microsynetics GmbH,https://www.crunchbase.com/organization/microsynetics-gmbh,"Feb 5, 2026","€8,500,000",Not Started,"Health Care, Information Technology, Software","Soest, Nordrhein-Westfalen, Germany","emergency wristband, SaaS, Elderly Care","9,558",https://www.gardia.net/,—,"BONVENTURE, DvH Ventures, Peak, Amberra, Beurer","DvH Ventures, Peak",,https://www.linkedin.com/company/microsynetics/,11-50,"€8,500,000","Sep 6, 2019"
Veritus,https://www.crunchbase.com/organization/veritus-0e0b,"Feb 5, 2026","$10,100,000",Not Started,"Artificial Intelligence (AI), Finance, FinTech","San Francisco, California, United States",Veritus is a fintech start-up that builds an AI-native platform of intelligent agents for the consumer lending industry.,"9,997",https://www.veritus.com/,—,"Emergence Capital, Threshold, Crosslink Capital, Rebel Fund, SurgePoint Capital","Crosslink Capital, Threshold",https://x.com/veritusagent,https://www.linkedin.com/company/veritus-agent/,11-50,"$10,100,000",2025
Pinwheel Therapeutics,https://www.crunchbase.com/organization/pinwheel-therapeutics,"Feb 5, 2026","$20,000,000",Not Started,"Biopharma, Medical","Stamford, Connecticut, United States",Pinwheel Therapeutics is a Connecticut-based clinical-stage biopharmaceutical company.,"11,311",—,—,108 BioCapital,108 BioCapital,,,—,"$20,000,000",—
Chiral,https://www.crunchbase.com/organization/chiral-da50,"Feb 5, 2026","$15,966,798",Not Started,"Manufacturing, Nanotechnology, Semiconductor, Sensor","Zürich, Zurich, Switzerland",Post-silicon computing with nanomaterials,"11,580",https://www.chiralnano.com/,Less than $1M,"Founderful, Quantonation, Crane Venture Partners, HCVC, Venture Kick","Crane Venture Partners, Founderful, HCVC, Venture Kick",,https://www.linkedin.com/company/chiralnano,1-10,"$12,000,000",2023
Frontier Rare Earths,https://www.crunchbase.com/organization/frontier-rare-earths,"Feb 5, 2026","$20,000,000",Not Started,"Field Support, Mineral, Mining","Luxembourg, Luxembourg, Luxembourg",Frontier Rare Earths is a mineral exploration and development company that specializes in the development of rare earth elements.,"12,009",https://frontierrareearths.com/,$1M to $10M,Industrial Development Corporation,Industrial Development Corporation,https://x.com/frontierre/,,11-50,"$20,000,000",2002
Gold.com,https://www.crunchbase.com/organization/a-mark-precious-metals,"Feb 5, 2026","$150,000,000",Not Started,"Precious Metals, Trading Platform","Santa Monica, California, United States","Gold.com is a global marketplace for integrated alternative assets that provides consumers, collector","13,041",https://www.gold.com/,$1B to $10B,Tether,Tether,,https://www.linkedin.com/company/goldcominc,251-500,"$150,000,000",1965
