Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Knightscope,https://www.crunchbase.com/organization/knightscope-inc,"Mar 28, 2025","$113,765,000",Not Started,"Artificial Intelligence (AI), Hardware, Predictive Analytics, Robotics, Security","Mountain View, California, United States",Knightscope specializes in developing autonomous security robots.,"1,552",http://www.knightscope.com/,$10M to $50M,"Plug and Play, NTT DOCOMO Ventures, Silicon Valley Bank, SeedInvest, UpHonest Capital","Konica Minolta, Silicon Valley Bank, Structure Capital",https://x.com/iKnightscope,https://www.linkedin.com/company/knightscope-inc-,51-100,"$1,700,000",Apr 2013
Uplight,https://www.crunchbase.com/organization/uplight,"Mar 28, 2025","$58,000,000",Not Started,"Energy, Software","Boulder, Colorado, United States",Uplight provides end-to-end customer-centric technology solutions.,"6,026",https://uplight.com/,$100M to $500M,"Coatue, AES, Schneider Electric, Inclusive Capital Partners, Huck Capital","AES, Huck Capital, Schneider Electric",https://x.com/uplight,https://www.linkedin.com/company/uplightenergy,251-500,"$58,000,000",2019
Kriptos,https://www.crunchbase.com/organization/kriptos,"Mar 28, 2025","$6,820,000",Not Started,"Artificial Intelligence (AI), Cyber Security, Enterprise Software, SaaS, Software","Miami, Florida, United States","Full Data Visibility, real-time insights and risk management through AI.","14,292",https://www.kriptos.io/,Less than $1M,"Florida Funders, Techstars, Wayra, SixThirty, Google for Startups","Act One Ventures, BuenTrip Ventures, Google for Startups Latino Founders Fund, Tampa Bay WaVE, Techstars",https://x.com/KriptosCorp,https://www.linkedin.com/company/kriptos/,51-100,—,"Mar 1, 2018"
Certara,https://www.crunchbase.com/organization/certara,"Mar 28, 2025","$844,170,000",Not Started,"Biotechnology, Health Care, Pharmaceutical, Software","Princeton, New Jersey, United States",Certara is a pharmaceutical company that accelerates medicines with biosimulation software and technology.,"16,724",https://www.certara.com/,$100M to $500M,"Mubadala, Arsenal Capital Partners","Arsenal Capital Partners, Mubadala",https://x.com/certara,https://www.linkedin.com/company/certara,1001-5000,"$5,670,000",2008
All Gravy,https://www.crunchbase.com/organization/butter-f7e2,"Mar 28, 2025","$7,282,161",Not Started,"Business Development, Employee Benefits, Enterprise Resource Planning (ERP), Financial Services, FinTech, Productivity Tools","Copenhagen, Hovedstaden, Denmark","All Gravy offers an employee engagement platform, focusing on onboarding, wellness, communication, and shift management.","25,328",https://www.allgravy.com/,$1M to $10M,"Moonfire Ventures, The Nordic Web Ventures, Vaekstfonden, Scale Capital, Bradley Horowitz","Moonfire Ventures, Scale Capital",,https://www.linkedin.com/company/allgravy,11-50,"€2,600,000",Jun 2020
AGS Airports,https://www.crunchbase.com/organization/ags-airports,"Mar 28, 2025","£235,000,000",Not Started,"Air Transportation, Infrastructure, Transportation","London, England, United Kingdom",AGS Airports assists in developing and owning essential infrastructure globally.,"26,720",https://www.agsairports.co.uk/,$100M to $500M,Blackstone Group,Blackstone Group,https://x.com/ABZ_Airport,https://www.linkedin.com/company/ags-airports,1001-5000,"£235,000,000","Sep 30, 2014"
FlyGuys,https://www.crunchbase.com/organization/flyguys-io,"Mar 28, 2025","$31,120,080",Not Started,"Advertising, Drone Management, Drones, Marketing","Lafayette, Louisiana, United States",Provides Nationwide Drone Services to Companies and Pilots,"34,823",http://www.flyguys.com/,$10M to $50M,"Advantage Capital, Mitchell capital, Wonder Fund North Dakota","Advantage Capital, Mitchell capital, Wonder Fund North Dakota",https://x.com/flyguysio,https://www.linkedin.com/company/flyguys.io,11-50,"$13,205,080",Dec 2014
Alter Behavioral Health,https://www.crunchbase.com/organization/alter-behavioral-health-fc89,"Mar 28, 2025","$7,686,900",Not Started,"Addiction Treatment, Health Care, Mental Health","Dana Point, California, United States",Mental Health & Addiction Recovery,"38,200",https://alterbehavioralhealth.com/,$1M to $10M,Bank Five Nine,Bank Five Nine,https://x.com/group_alter,https://www.linkedin.com/company/alterbehavioralhealth,11-50,"$7,686,900",2019
Core Natural Resources,https://www.crunchbase.com/organization/consol-energy,"Mar 28, 2025","$307,000,000",Not Started,"Energy, Oil and Gas","Canonsburg, Pennsylvania, United States",Core Natural Resources is a producer of coal and natural gas for global energy and raw material markets.,"39,597",http://www.consolenergy.com/,$1B to $10B,—,—,https://x.com/CONSOL_ENERGY,https://www.linkedin.com/company/consol-energy,1001-5000,"$307,000,000",1860
Intelliseq,https://www.crunchbase.com/organization/intelliseq-sp-z-o-o,"Mar 28, 2025","PLN28,500,000",Not Started,"Analytics, Artificial Intelligence (AI), Biotechnology, Health Care, Software","Kraków, Malopolskie, Poland","Intelliseq offers a cloud-based platform for NGS data analysis and clinical interpretation, automating genetic data processing.","44,272",https://intelliseq.com/,Less than $1M,"Google for Startups, Vinci, Unfold.vc, Cobin Angels, YouNick Mint","Google for Startups, Unfold.vc, Vinci, YouNick Mint",https://x.com/intelliseq,https://www.linkedin.com/company/intelliseq,11-50,"PLN19,000,000",2014
Mica,https://www.crunchbase.com/organization/mica-b5cc,"Mar 28, 2025","$18,752,502",Not Started,—,"Texas, South Carolina, United States","Mica is a fintech firm that offers financial services such as payment processing, enabling secure transactions, account linking, and more.","66,022",https://mica.io/,$1M to $10M,—,—,,https://www.linkedin.com/company/mica-io/,11-50,"$1,452,502",2020
Revoltab,https://www.crunchbase.com/organization/revoltab,"Mar 28, 2025","$7,893,975",Not Started,"Computer, Consumer Electronics, Internet of Things, Manufacturing, Smart Home","Zug, Zug, Switzerland",Revoltab AG is a 2020 founded Swiss start-up company with a strong focus on Internet of Things (IoT).,"81,062",https://revoltab.com/en,$1M to $10M,—,—,,https://www.linkedin.com/company/revoltab,1-10,"€4,500,000","Aug 8, 2020"
Allen Control Systems,https://www.crunchbase.com/organization/allen-control-systems,"Mar 27, 2025","$42,000,000",Not Started,"Drones, Manufacturing, Military, Robotics","Austin, Texas, United States",Allen Control Systems is a robotics defense company that develops counter-drone technology for the U.S. and its allied forces.,"1,814",https://www.allencontrolsystems.com/,$1M to $10M,"Craft Ventures, Rally Ventures, Inspired Capital Partners, Forum Ventures, Jackson Moses",Craft Ventures,https://x.com/allencontrol,https://www.linkedin.com/company/allen-control-systems,101-250,"$30,000,000",2022
Abound,https://www.crunchbase.com/organization/getabound,"Mar 27, 2025","£1,590,000,000",Not Started,"Consumer Lending, Financial Services, Lending, Personal Finance","London, England, United Kingdom",Abound is a consumer lending financial firm that assesses applicants' financial situations to provide affordable credit options.,"3,057",https://www.getabound.com/,$50M to $100M,"Citi, Deutsche Bank, Salica, GSR Ventures, Waterfall Asset Management","Citi, Deutsche Bank, GSR Ventures, Salica",https://x.com/getabound,https://www.linkedin.com/company/getabound,51-100,"£250,000,000",Feb 2020
Flagright,https://www.crunchbase.com/organization/flagright,"Mar 27, 2025","$7,600,000",Not Started,"Compliance, Financial Services, FinTech, Fraud Detection, Information Technology","San Francisco, California, United States","Flagright delivers AI-native transaction monitoring and AML compliance solutions through its highly customizable, API-first platform.","4,046",https://flagright.com/,$1M to $10M,"Y Combinator, Pioneer Fund, Moonfire Ventures, Frontline Ventures, Four Cities Capital","Frontline Ventures, Moonfire Ventures",https://x.com/FlagrightHQ,https://www.linkedin.com/company/flagright,11-50,"$4,300,000",Jun 2022
Layer Health,https://www.crunchbase.com/organization/layer-health,"Mar 27, 2025","$33,549,980",Not Started,"Artificial Intelligence (AI), Health Care, Information Services, Medical, Software","Brookline, Massachusetts, United States",Layer Health is a health technology company that utilizes AI and large language models to streamline medical chart reviews.,"4,319",https://www.layerhealth.com/,$1M to $10M,"General Catalyst, Flare Capital Partners, Google Ventures, Define Ventures, Inception Health",Define Ventures,https://x.com/layerhealth,https://www.linkedin.com/company/layerhealth,11-50,"$29,549,980",2023
Straiker,https://www.crunchbase.com/organization/straiker,"Mar 27, 2025","$21,000,000",Not Started,"Artificial Intelligence (AI), Network Security, Software","Sunnyvale, California, United States",Straiker is a software company that develops cybersecurity and AI applications via testing to identify threats and strengthen protection.,"6,127",https://www.straiker.net/,$1M to $10M,"Lightspeed Venture Partners, Bain Capital Ventures","Bain Capital Ventures, Lightspeed Venture Partners",,https://www.linkedin.com/company/straikerai/about/,11-50,"$21,000,000",2024
Yutori,https://www.crunchbase.com/organization/yutori-fa8a,"Mar 27, 2025","$15,000,000",Not Started,"Agentic AI, Artificial Intelligence (AI), Information Technology, Internet","San Francisco, California, United States","Yutori is part of a slew of AI startups creating autonomous agents, or systems that use AI to perform actions on their own.","7,478",https://yutori.com/,—,"Felicis, Radical Ventures, SV Angel, Guillermo Rauch, Jeff Dean",Radical Ventures,https://x.com/yutori_ai,https://www.linkedin.com/company/yutori-ai,11-50,"$15,000,000",2024
Vantage Studios,https://www.crunchbase.com/organization/ubisoft-games,"Mar 27, 2025","€1,160,000,000",Not Started,"Gaming, Online Games, Video Games","Montreuil-sous-bois, Ile-de-France, France","Vantage Studios operates as a unit behind Assassin’s Creed®, Far Cry®, and Tom Clancy’s Rainbow Six® brands.","7,764",—,—,Tencent,Tencent,,,1001-5000,"€1,160,000,000",2025
Marvel Fusion,https://www.crunchbase.com/organization/marvel-fusion,"Mar 27, 2025","€165,300,000",Not Started,"Electronics, Energy, Laser","Munich, Bayern, Germany",Marvel Fusion is a developer of fusion energy technology used to offer environment-friendly and safe energy.,"8,413",https://marvelfusion.com/,—,"EQT Ventures, HV Capital, b2venture, European Innovation Council, Leblon Capital","Earlybird Venture Capital, EIC Accelerator, HV Capital",https://x.com/marvelfusion,https://www.linkedin.com/company/marvelfusion,101-250,"€50,000,000",2019
Omaha Productions,https://www.crunchbase.com/organization/omaha-productions,"Mar 27, 2025","$90,000,000",Not Started,"Audio, Content, Digital Entertainment, Media and Entertainment","Los Angeles, California, United States",Omaha Productions is an entertainment company that focuses on creating media contents.,"8,465",https://omahaproductions.com/,—,"The North Road Company, Silver Lake, Patrick Whitesell Holding","Patrick Whitesell Holding, Silver Lake, The North Road Company",https://x.com/OmahaProd,https://www.linkedin.com/company/omaha-productions,11-50,"$80,000,000",2020
3650 Capital,https://www.crunchbase.com/organization/3650-reit,"Mar 27, 2025","$215,000,000",Not Started,"Commercial Real Estate, Consulting, Lending, Service Industry","Miami, Florida, United States",3650 Capital is a CRE lending and loan servicing firm.,"9,222",https://3650capital.com/,—,"Mubadala, CalSTRS","CalSTRS, Mubadala",,https://www.linkedin.com/company/3650capital/,51-100,"$215,000,000",2018
Arcium,https://www.crunchbase.com/organization/arcium,"Mar 27, 2025","$11,000,000",Not Started,"Blockchain, Machine Learning, Web3","Baar, Zug, Switzerland",Arcium is the first parallelized confidential computing network.,"9,473",https://arcium.tech/,—,"Coinbase Ventures, Heartcore Capital, NGC Ventures, Greenfield, LongHash Ventures","Greenfield, LongHash Ventures, Staking Facilities",https://x.com/ArciumHQ,https://www.linkedin.com/company/arciumnetwork/,11-50,"$2,000,000",2022
Playback,https://www.crunchbase.com/organization/playback,"Mar 27, 2025","$22,000,000",Not Started,"Software, Sports, Video Streaming","San Ramon, California, United States",Playback is a platform that allows users to watch sports online a live streaming platform for sports.,"11,172",https://www.getplayback.com/,Less than $1M,"Khosla Ventures, Seven Seven Six, Soma Capital, NBA Equity",Seven Seven Six,https://x.com/watchplayback,https://www.linkedin.com/company/getplayback/,1-10,"$22,000,000",2023
Aeluma,https://www.crunchbase.com/organization/aeluma,"Mar 27, 2025","$19,800,781",Not Started,"3D Technology, Semiconductor, Sensor","Goleta, California, United States",Aeluma operates as a semiconductor company that specializes in sensors and communications.,"12,230",https://aeluma.com/,$1B to $10B,"US Department of Energy, Mark Tompkins, Santa Barbara Angel Alliance, Richard T. Ogawa, Jeffrey Shealy",US Department of Energy,,https://www.linkedin.com/company/aeluma,11-50,"$12,000,000",2020
Ecovative Design,https://www.crunchbase.com/organization/ecovative-designs,"Mar 27, 2025","$132,102,881",Not Started,"Advanced Materials, Biotechnology, Innovation Management, Sustainability","Albany, New York, United States",Ecovative Design is a biomaterials company focused on the development of innovative materials from natural growth processes.,"14,106",https://www.ecovative.com/,$10M to $50M,"National Science Foundation, Trousdale Ventures, 3M, NYSERDA, FootPrint Coalition","Advance Albany County Alliance, National Science Foundation, Viking Global Investors",https://x.com/ecovative,https://www.linkedin.com/company/ecovative-design,101-250,"$9,320,000",2007
Chord,https://www.crunchbase.com/organization/arfa,"Mar 27, 2025","$45,500,000",Not Started,"CRM, E-Commerce, E-Commerce Platforms, SaaS","New York, New York, United States","Chord is an e-commerce data platform that enables brands to unify, synthesize, and orchestrate their data.","15,207",https://www.chordcommerce.com/,$10M to $50M,"Eclipse Ventures, Forerunner, Thrive Capital, Index Ventures, Northzone","Bright Pixel Capital, Eclipse Ventures, Index Ventures, M13, White Star Capital",https://x.com/chordcommerce,https://www.linkedin.com/company/chordcommerce,51-100,"$5,500,000",2021
Trustar Bank,https://www.crunchbase.com/organization/trustar-bank,"Mar 27, 2025","$84,700,000",Not Started,"Banking, Finance, Financial Services, Personal Finance","Great Falls, Virginia, United States",Trustar Bank is a community bank conceived to meet the banking needs of businesses and individuals.,"21,948",https://trustarbank.com/,$10M to $50M,4G Capital,—,,https://www.linkedin.com/company/trustar-bank/,11-50,"$16,700,000",2018
AppClose,https://www.crunchbase.com/organization/appclose-inc,"Mar 27, 2025","$7,580,000",Not Started,"Apps, Legal, Legal Tech","Austin, Texas, United States",AppClose is a co-parenting app bringing more clarity and peace of mind to daily life.,"22,083",https://www.appclose.com/,$1M to $10M,—,—,https://x.com/appcloseusa,https://www.linkedin.com/company/appclose/,1-10,"$250,000",2015
WunderGraph,https://www.crunchbase.com/organization/wundergraph,"Mar 27, 2025","$10,500,000",Not Started,"Cloud Computing, Developer APIs, Developer Platform, Open Source, PaaS, Software","Miami, Florida, United States","WunderGraph is a next generation BFF framework designed to optimize frontend, fullstack, and backend developer workflows","22,091",https://wundergraph.com/,$1M to $10M,"Karma Ventures, eBay Ventures, Aspenwood Ventures","Aspenwood Ventures, Karma Ventures",https://x.com/wundergraphcom,https://www.linkedin.com/company/wundergraph/,11-50,"$7,500,000",2020
BuildVision,https://www.crunchbase.com/organization/buildvision,"Mar 27, 2025","$13,750,000",Not Started,Software,"Charleston, South Carolina, United States","BuildVision specializes in construction procurement solutions, focusing on sourcing and tracking materials and equipment.","23,373",http://buildvision.io/,—,"Norwest, Crosslink Capital, Euclid Ventures","Crosslink Capital, Euclid Ventures, Norwest",,https://www.linkedin.com/company/trybuildvision/,1-10,"$10,000,000","May 1, 2023"
Taxo,https://www.crunchbase.com/organization/taxo-9255,"Mar 27, 2025","$10,500,000",Not Started,"Artificial Intelligence (AI), Generative AI, Health Care","San Francisco, California, United States",Taxo automates healthcare administration using proprietary AI models,"23,499",https://www.taxo.ai/,—,"General Catalyst, Y Combinator, Character, Kulveer Taggar, Mandeep Singh","Character, General Catalyst, Y Combinator",,https://www.linkedin.com/company/taxo-ai/,1-10,"$5,000,000",2024
Galatea Bio,https://www.crunchbase.com/organization/galatea-bio,"Mar 27, 2025","$28,656,000",Not Started,"Artificial Intelligence (AI), Big Data, Biopharma, Biotechnology, Health Care, Life Science, Machine Learning, Medical, Pharmaceutical","Miami Lakes, Florida, United States",Galatea Bio’s mission is to drive groundbreaking discoveries in healthcare by pairing genetic diversity with cutting-edge data analytics.,"24,499",https://www.galatea.bio/,$10M to $50M,"F-Prime, Founder Collective, Alexandria Real Estate Equities, Digitalis Ventures, Helios Investment Partners",—,,https://www.linkedin.com/company/galatea-bio-inc,11-50,"$8,000,000",2021
Pro Padel League,https://www.crunchbase.com/organization/pro-padel-league,"Mar 27, 2025","$10,000,000",Not Started,"Leisure, Media and Entertainment, Recreation, Sports, Sports Leagues and Teams","New York, New York, United States",The Pro Padel League is a team-based professional padel circuit bringing the highest level of competition to major cities around the world.,"32,840",https://www.propadelleague.com/,$1M to $10M,"Left Lane Capital, Epic Padel, Gary Vaynerchuk, Kactus Capital Management, Tony Tamer",Left Lane Capital,https://x.com/propadelleague,https://www.linkedin.com/company/pro-padel-league/,1-10,"$10,000,000",2022
Epsor,https://www.crunchbase.com/organization/epsor,"Mar 27, 2025","€43,300,000",Not Started,"Employee Benefits, Financial Services, FinTech","Paris, Ile-de-France, France",Epsor designs and distributes employee savings and retirement plans.,"33,278",http://www.epsor.fr/,$10M to $50M,"Revaia, Partech, Augmentum Fintech, BlackFin Capital Partners, ISALT","BlackFin Capital Partners, ISALT, Partech, Revaia",https://x.com/epsor,https://www.linkedin.com/company/epsor-sas/,51-100,"€16,000,000",Nov 2017
Sylke,https://www.crunchbase.com/organization/sylke,"Mar 27, 2025","$15,531,995",Not Started,"Health Care, Manufacturing, Medical Device","La Jolla, California, United States",Sylke is a healthcare products manufacturing company that offers silk fibroin adhesive wound closure.,"41,327",https://www.sylke.com/,—,—,—,,https://www.linkedin.com/company/sylkemd/,11-50,"$10,031,998",2023
Abound,https://www.crunchbase.com/organization/abound-f2e9,"Mar 27, 2025","$24,000,000",Not Started,Financial Services,"San Francisco, California, United States","Abound is super app where money, commerce and content transcend geographical boundaries.","41,702",https://www.joinabound.com/,—,"Circle Ventures, NEAR Foundation, The Times Of India, West Coast Capital, Times Internet","NEAR Foundation, The Times Of India",,https://www.linkedin.com/company/abound-by-the-times-of-india,11-50,"$14,000,000",2020
Incentivio,https://www.crunchbase.com/organization/incentivio,"Mar 27, 2025","$14,050,292",Not Started,"Apps, Cloud Data Services, Mobile, Restaurants, Software","Boston, Massachusetts, United States",Incentivio is helping restaurants win restaurant 2.0 by transforming the restaurant experience for the digital age.,"41,761",https://incentivio.com/,$1M to $10M,"Branded Hospitality, Osage Venture Partners, Grotech Ventures, Ardent Venture Partners",Osage Venture Partners,,https://www.linkedin.com/company/incentivio/,51-100,"$3,900,292",Mar 2016
Aston University,https://www.crunchbase.com/organization/aston-university,"Mar 27, 2025","£86,000,000",Not Started,"Education, Universities","Birmingham, Birmingham, United Kingdom",Aston University is a public research campus university.,"46,042",http://www.aston.ac.uk/,$100M to $500M,"Department for Energy Security & Net Zero, HSBC Bank, Research England, The Wolfson Foundation","Department for Energy Security & Net Zero, HSBC Bank, Research England, The Wolfson Foundation",https://x.com/astonuniversity,https://www.linkedin.com/edu/school?id=12568&trk=edu-cp-title,1001-5000,"£35,500,000",1895
Autonomy Bio,https://www.crunchbase.com/organization/autonomy-bio,"Mar 27, 2025","$16,999,990",Not Started,"Biotechnology, Manufacturing, Pharmaceutical","San Francisco, California, United States",Autonomy Bio is a biotechnology company that is engaged in developing the first human aging drugs.,"47,064",https://autonomybio.com/,—,—,—,,https://www.linkedin.com/company/autonomybio/,1-10,"$16,999,990",2024
Warlock Labs,https://www.crunchbase.com/organization/warlock-labs,"Mar 27, 2025","$8,000,000",Not Started,"Finance, Financial Services","Amsterdam, Noord-Holland, The Netherlands",Warlock Labs is a provider of an omni-chain liquidation engine that improves the safety and profitability of decentralized protocols.,"50,113",https://www.warlock.xyz/,—,"Symbolic Capital, Greenfield, Reciprocal Ventures, Polychain, Ambush Capital",Polychain,https://x.com/warlock_xyz,https://www.linkedin.com/company/warlock-labs,11-50,"$8,000,000",—
Lomond Therapeutics,https://www.crunchbase.com/organization/lomond-therapeutics,"Mar 27, 2025","$64,000,000",Not Started,"Biopharma, Biotechnology, Health Care, Medical","San Diego, California, United States",Lomond Therapeutics creates pharmacological platforms that target escape mutations.,"50,739",https://www.lomondther.com/,—,"Qatar Investment Authority, OrbiMed, Deerfield Management, Torrey Pines Investment, American Financial Group",—,https://x.com/LomondTher,https://www.linkedin.com/company/lomond-therapeutics/,11-50,"$20,000,000",2021
Connectivity Wireless,https://www.crunchbase.com/organization/connectivity-wireless,"Mar 27, 2025","$170,000,000",Not Started,Mobile,"Duluth, Georgia, United States","Connectivity Wireless Solutions is a leading nationwide provider of in-building wireless solutions that has implemented over 2,000","60,911",https://www.connectivitywireless.com/,$50M to $100M,"Third Coast Bank, SSB., First Citizens Bank, CIBC Bank, Post Road Group, Boundary Street Capital","First Citizens Bank, Post Road Group",https://x.com/connectivityws,http://www.linkedin.com/company/connectivity-wireless,51-100,"$110,000,000",2008
Hakimo,https://www.crunchbase.com/organization/hakimo,"Mar 27, 2025","$20,500,000",Not Started,"Analytics, Artificial Intelligence (AI), Security, Software","Menlo Park, California, United States",Hakimo is an AI platform designed to bring cybersecurity-like tools to the physical security industry.,"65,083",https://hakimo.ai/,$1M to $10M,"Defy.vc, Vertex Ventures, Rocketship.vc, Firebolt Ventures, Neotribe Ventures","Neotribe Ventures, Rocketship.vc, Vertex Ventures, Zigg Capital",https://x.com/HakimoInc,https://www.linkedin.com/company/hakimo,11-50,"$10,500,000",2020
Indiana University School of Medicine,https://www.crunchbase.com/organization/indiana-university-school-of-medicine,"Mar 27, 2025","$100,927,343",Not Started,"Education, Medical, Product Research","Indianapolis, Indiana, United States",Indiana University School of Medicine is a school.,"67,761",http://www.medicine.iu.edu/,$10M to $50M,"Lilly Endowment, National Institutes of Health, Elevate Ventures, Health Resources and Services Administration, Ball Brothers Foundation","Ball Brothers Foundation, Elevate Ventures, Foundation for Opioid Response Efforts, Health Resources and Services Administration, Lilly Endowment, National Heart, Lung and Blood Institute, National Institutes of Health, Patient-Centered Outcomes Research Institute, U.S. Department of Health & Human Services, Vera Bradley Foundation",https://x.com/iumedschool,https://www.linkedin.com/company/indiana-university-school-of-medicine,5001-10000,"$592,338",1903
Getlink,https://www.crunchbase.com/organization/eurotunnel-group,"Mar 27, 2025","€600,000,000",Not Started,"Commercial, Railroad, Transportation","Kent, Kent, United Kingdom",Getlink manages and operates the channel tunnel between Britain and France including the vehicle shuttle services.,"71,008",https://www.getlinkgroup.com/,$1B to $10B,—,—,https://x.com/getlinkgroup,https://www.linkedin.com/company/getlink/,1001-5000,"€600,000,000",2005
Be Water,https://www.crunchbase.com/organization/be-water-38bd,"Mar 27, 2025","€10,000,000",Not Started,"Audio, Digital Media, Film, Social Media, Video","Rome, Lazio, Italy","Be Water an innovative media company specializing in the production and distribution of audio, video, film, and live content.","73,177",https://www.bewaterfilm.it/,$10M to $50M,Tether,Tether,,https://www.linkedin.com/company/be-water-group/,51-100,"€10,000,000",2021
Otter Tail,https://www.crunchbase.com/organization/otter-tail-corporation,"Mar 27, 2025","$100,000,000",Not Started,"Electronics, Energy, Manufacturing, Renewable Energy","Fergus Falls, Minnesota, United States",Otter Tail is a utilities company that provides electric utility and manufacturing services.,"120,097",http://ottertail.com/,$500M to $1B,—,—,,https://www.linkedin.com/company/otter-tail-corporation/,1001-5000,"$100,000,000",1907
Heartflow,https://www.crunchbase.com/organization/heartflow,"Mar 26, 2025","$890,722,908",Not Started,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical","Mountain View, California, United States",Heartflow is a medical technology company that provides various methods of diagnosis and treatment of cardiovascular disease.,"1,531",https://www.heartflow.com/,$100M to $500M,"Wellington Management, Janus Henderson Investors, Fidelity, U.S. Venture Partners, Bain Capital Life Sciences","Bain Capital Life Sciences, Capricorn Investment Group, Panorama Point Partners",https://x.com/Heartflow,https://www.linkedin.com/company/heartflow-inc,501-1000,"$98,000,000",2010
Underdog Fantasy,https://www.crunchbase.com/organization/underdog-fantasy,"Mar 26, 2025","$115,000,000",Not Started,"eSports, Fantasy Sports, Gaming","Brooklyn, New York, United States",​Underdog Fantasy is an online daily fantasy sports platform that allows users to participate in Pick'em games and esports projections.,"1,572",https://underdogfantasy.com/,$50M to $100M,"BlackRock, SV Angel, MANTIS Venture Capital, Spark Capital, Palm Tree Crew","BlackRock, Kevin Carter, Mark Cuban, Spark Capital",https://x.com/UnderdogFantasy,https://www.linkedin.com/company/underdogfantasy/,251-500,"$70,000,000","Mar 1, 2020"
Regrow Ag,https://www.crunchbase.com/organization/flurosat,"Mar 26, 2025","$63,576,581",Not Started,"Agriculture, AgTech, Farming, Sustainability","Durham, New Hampshire, United States",Regrow is an agritech company that promotes regenerative agriculture to build a climate-resilient global food production system.,"2,416",http://regrow.ag/,Less than $1M,"SE Ventures, Costanoa Ventures, Main Sequence Ventures, Airtree Ventures, Rethink Impact","Ajax Strategies, Cargill, Galvanize Climate Solutions, M12 - Microsoft's Venture Fund, Main Sequence Ventures, muru-D, SE Ventures, Tenacious Ventures",https://x.com/RegrowAg,https://www.linkedin.com/company/regrowag,101-250,—,"Nov 13, 2016"
Plural,https://www.crunchbase.com/organization/plural-37ce,"Mar 26, 2025","$17,072,130",Not Started,"Application Performance Management, Artificial Intelligence (AI), Enterprise Applications, Internet, Software","New York, New York, United States","Plural provides a control plane that uses AI to manage Kubernetes fleets, automate issue remediation, and support GitOps workflows.","3,058",https://www.plural.sh/,$1M to $10M,"Primary Venture Partners, Company Ventures, SignalFire, Susa Ventures, Capital One Ventures","Primary Venture Partners, SignalFire",https://x.com/plural_sh,https://www.linkedin.com/company/pluralsh,11-50,"$6,000,000",2021
GetReal Security,https://www.crunchbase.com/organization/getreal-labs,"Mar 26, 2025","$17,500,000",Not Started,"Artificial Intelligence (AI), Cyber Security, Digital Media, Generative AI","Austin, Texas, United States",GetReal Security is a cybersecurity leader specializing in the detection and mitigation of threats posed by malicious generative AI content.,"3,994",https://www.getrealsecurity.com/,—,"Forgepoint Capital, Cisco Investments, Venrock, Ballistic Ventures, Evolution Equity Partners",Forgepoint Capital,,https://www.linkedin.com/company/getrealsecurity/,11-50,"$17,500,000",Jun 2024
Sateliot,https://www.crunchbase.com/organization/sateliot,"Mar 26, 2025","€136,400,000",Not Started,"Internet of Things, Satellite Communication, Telecommunications","Barcelona, Catalonia, Spain",Sateliot is a satellite telecom operator offering global continuous IoT connectivity under 5G protocol from a LEO satellite constellation,"4,153",https://sateliot.space/,$1M to $10M,"European Investment Bank, Seraphim Space, Santander, Indra, Cellnex Telecom","Capitana Venture Partners, European Investment Bank, Global Portfolio Investments, Santander, SEPIDES, SETT",,https://www.linkedin.com/company/sateliot,51-100,"€70,000,000","Dec 4, 2018"
Brisk Teaching,https://www.crunchbase.com/organization/brisk-teaching,"Mar 26, 2025","$21,899,995",Not Started,"Artificial Intelligence (AI), EdTech, Education","Los Altos, California, United States",Brisk Teaching provides AI-powered tools for educators to enhance teaching with digital resources.,"6,438",http://www.briskteaching.com/,$1M to $10M,"Bessemer Venture Partners, South Park Commons, Owl Ventures, Springbank Collective, Coalition Operators","Bessemer Venture Partners, Owl Ventures",https://x.com/briskteaching,https://www.linkedin.com/company/brisk-teacing/,11-50,"$15,000,000",Mar 2023
Greenlight Biosciences,https://www.crunchbase.com/organization/greenlight-biosciences,"Mar 26, 2025","$510,648,473",Not Started,"Agriculture, AgTech, Biotechnology, Life Science","Medford, Massachusetts, United States",GreenLight Biosciences is a biotechnology company that develops an RNA platform for agriculture and human health.,"6,878",https://www.greenlightbiosciences.com/,$10M to $50M,"European Investment Bank, Cormorant Asset Management, Khosla Ventures, S2G Investments, BNP Paribas Asset Management","Baird Capital, European Investment Bank, Fall Line Capital, Just Climate, Khosla Ventures, Kodiak Venture Partners, Morningside Venture Partners, S2G Investments",https://x.com/GreenLightBio1,https://www.linkedin.com/company/greenlight-biosciences-inc.,101-250,"$25,000,000",2008
GridPoint,https://www.crunchbase.com/organization/gridpoint,"Mar 26, 2025","$577,588,886",Not Started,"Analytics, Energy Management, Software, Sustainability","Arlington, Virginia, United States",GridPoint is a company specializing in managing and optimizing energy use in commercial buildings.,"8,717",http://gridpoint.com/,$10M to $50M,"Goldman Sachs, New Enterprise Associates, Perella Weinberg, BDC Venture Capital, Goldman Sachs Asset Management","Altira Group, Goldman Sachs, Goldman Sachs Asset Management, HASI, Marunouchi Innovation Partners, The Quercus Trust",https://x.com/GridPoint,http://www.linkedin.com/company/gridpoint,101-250,"$45,000,000",2003
