Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Qunnect,https://www.crunchbase.com/organization/qunnect,"Jun 24, 2025","$22,455,556",Not Started,"Cyber Security, Information Technology, Quantum Computing, Telecommunications","New York, New York, United States",Qunnect is a spin-off venture company enabling the quantum internet for quantum repeater operation.,859,https://www.qunnect.inc/,$1M to $10M,"Cisco Investments, SandboxAQ, Quantonation, National Science Foundation, Stony Lonesome Group","Airbus Ventures, National Science Foundation, US Department of Energy",https://x.com/qunnectinc,https://www.linkedin.com/company/qunnectllc/,11-50,"$10,000,000",Nov 2017
XBOW,https://www.crunchbase.com/organization/xbow,"Jun 24, 2025","$117,000,000",Not Started,"Computer, Network Security","Seattle, Washington, United States","XBOW operates autonomously, carrying out commands and analyzing the results to achieve higher-level objectives.",904,https://xbow.com/,$1M to $10M,"Sequoia Capital, Altimeter Capital, Olivier Pomel, Michele Catasta, Nat Friedman","Altimeter Capital, Nat Friedman, Sequoia Capital",https://x.com/xbow,https://www.linkedin.com/company/xbow,11-50,"$75,000,000",2024
Remitly,https://www.crunchbase.com/organization/remitly,"Jun 24, 2025","$1,077,488,894",Not Started,"Financial Services, FinTech, Payments","Seattle, Washington, United States",Remitly is a mobile payments service that enables users to make person-to-person international money transfers.,"1,116",http://www.remitly.com/,$1B to $10B,"QED Investors, International Finance Corporation, Techstars, Goldman Sachs, Threshold","Founders' Co-op, Generation Investment Management, JP Morgan, PayU GPO, QED Investors, Stripes, Threshold, Trilogy Equity Partners, Visa",https://x.com/remitly,http://www.linkedin.com/company/remitly,1001-5000,"$550,000,000",2011
Flowdesk,https://www.crunchbase.com/organization/flowdesk,"Jun 24, 2025","$282,000,000",Not Started,"Cryptocurrency, Financial Services, FinTech, Information Technology, Web3","Paris, Ile-de-France, France",Flowdesk is a digital asset trading company that combines financial and crypto expertise to connect digital assets with global liquidity.,"1,365",https://flowdesk.co/,$1M to $10M,"Bpifrance, BlackRock, Speedinvest, Coinbase, Ripple","Aglaé Ventures, Cathay Innovation, Eurazeo, HV Capital, Two Prime Lending",https://x.com/flowdesk_co,https://www.linkedin.com/company/flowdesk-france,101-250,"$100,000,000","Jun 1, 2020"
LILT,https://www.crunchbase.com/organization/lilt,"Jun 24, 2025","$162,921,264",Not Started,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, Translation Service","Emeryville, California, United States",LILT develops enterprise translation and content creation solutions to provide professional translation services to organizations.,"1,795",https://lilt.com/,$1M to $10M,"Sequoia Capital, Redpoint, Zetta Venture Partners, Intel Capital, Sorenson Capital","Four Rivers Group, Intel Capital, Redpoint, Sequoia Capital, Zetta Venture Partners",https://x.com/lilthq,https://www.linkedin.com/company/lilthq,251-500,"$24,999,992",2015
Brij,https://www.crunchbase.com/organization/brij-6889,"Jun 24, 2025","$11,900,000",Not Started,"Internet of Things, Marketing, Software","New York, New York, United States",Brij is a platform that powers one-touch product registration and reorders by connecting physical products to digital experiences.,"3,017",https://brij.it/,Less than $1M,"The Artemis Fund, Forum Ventures, Red Bike Capital, Pareto Holdings, Lakehouse Ventures","Bright Pixel Capital, CEAS Investments, Lakehouse Ventures, Rationalwave Capital Partners",,https://www.linkedin.com/company/brij-it,11-50,"$8,000,000","Jan 31, 2019"
KnowBe4,https://www.crunchbase.com/organization/knowbe4-llc,"Jun 24, 2025","$2,153,540,519",Not Started,"Computer, Cyber Security, Network Security, Security, Software","Clearwater, Florida, United States",KnowBe4 is a security platform for security awareness training and simulated phishing attacks.,"3,153",http://www.knowbe4.com/,$100M to $500M,"Ten Eleven Ventures, JP Morgan Chase, Kohlberg Kravis Roberts & Co., Goldman Sachs Growth Equity, Elephant","Elephant, Goldman Sachs Growth Equity, JP Morgan Chase, Kohlberg Kravis Roberts & Co.",https://x.com/knowbe4,http://www.linkedin.com/company/knowbe4,1001-5000,"$1,460,000,000","Aug 10, 2010"
Abridge,https://www.crunchbase.com/organization/abridge-d1a4,"Jun 24, 2025","$757,500,000",Not Started,"Artificial Intelligence (AI), Health Care, Intelligent Systems, Machine Learning, Medical","Pittsburgh, Pennsylvania, United States",Abridge is an AI-driven platform that transforms patient-clinician conversations into structured clinical notes for healthcare industries.,"4,125",https://www.abridge.com/,$100M to $500M,"Andreessen Horowitz, Lightspeed Venture Partners, Bessemer Venture Partners, Union Square Ventures, Khosla Ventures","Andreessen Horowitz, Elad Gil, IKS Health, IVP, Khosla Ventures, Lightspeed Venture Partners, Redpoint, Spark Capital, Union Square Ventures, UPMC, Wittington Ventures",https://x.com/AbridgeHQ,https://www.linkedin.com/company/abridgehq,251-500,"$300,000,000",2018
SynthFlow AI,https://www.crunchbase.com/organization/synthflow-ai,"Jun 24, 2025","$28,984,617",Not Started,"Artificial Intelligence (AI), Productivity Tools, Software","Berlin, Berlin, Germany","Synthflow AI empowers businesses to build customizable, no-code AI voice assistants that handle a variety of tasks.","4,188",https://synthflow.ai/,$10M to $50M,"Accel, Singular, Atlantic, BigStory VC","Accel, Atlantic, Singular",https://x.com/SynthflowAI,https://www.linkedin.com/company/synthflowai,11-50,"$20,000,000",Jul 2023
Delphi,https://www.crunchbase.com/organization/delphi-2495,"Jun 24, 2025","$18,700,000",Not Started,"Artificial Intelligence (AI), Consumer, Education, Software","San Francisco, California, United States","Delphi is a digital cloning platform that can capture how you think, making your insights available to others in a personalized way.","4,922",https://www.delphi.ai/,$1M to $10M,"Menlo Ventures, Sequoia Capital, Founders Fund, Lux Capital, Abstract","Founders Fund, Keith Rabois, Sequoia Capital",https://x.com/with_delphi,https://www.linkedin.com/company/delphi-ai,11-50,"$16,000,000","Dec 12, 2022"
OneMedNet,https://www.crunchbase.com/organization/onemednet,"Jun 24, 2025","$23,180,223",Not Started,"Electronic Health Record (EHR), Health Care, Medical, Service Industry","Eden Prairie, Minnesota, United States",OneMedNet is a fully secure on-demand electronic network for the point-to-point exchange of confidential medical information.,"5,643",https://www.onemednet.com/,$1M to $10M,"Off the Chain Capital, Discovery Capital Management","Discovery Capital Management, Off the Chain Capital",https://x.com/OneMedNet,https://www.linkedin.com/company/onemednet-corporation,11-50,"$3,700,000",2006
Chipotle Mexican Grill,https://www.crunchbase.com/organization/chipotle-mexican-grill,"Jun 24, 2025","$500,000,000",Not Started,"Food and Beverage, Hospitality, Restaurants","Newport Beach, California, United States",Chipotle Mexican Grill is a chain of restaurants that specializes in burritos and tacos.,"5,713",http://www.chipotle.com/,$10B+,—,—,https://x.com/chipotletweets,http://www.linkedin.com/company/chipotle-mexican-grill,10001+,"$500,000,000",1993
Paraform,https://www.crunchbase.com/organization/paraform,"Jun 24, 2025","$25,000,000",Not Started,"Marketplace, Online Portals, Recruiting","San Francisco, California, United States",Paraform connects sales teams with recruiters to streamline hiring processes.,"5,732",https://www.paraform.com/,$1M to $10M,"Bond, Felicis, Liquid 2 Ventures, A*, DST Global","A*, Felicis, Primer Sazze Partners",https://x.com/paraformtalent,https://www.linkedin.com/company/paraformxyz,11-50,"$20,000,000",2023
SuperDial,https://www.crunchbase.com/organization/superdial,"Jun 24, 2025","$19,156,466",Not Started,"Artificial Intelligence (AI), Health Care, InsurTech, Software","San Francisco, California, United States","SuperDial uses voice AI to automate high-volume phone calls across healthcare, reducing admin burden and boosting operational efficiency.","6,848",https://www.superdial.com/,$1M to $10M,"BoxGroup, Slow Ventures, FJ Labs, SignalFire, Soma Capital",SignalFire,,http://www.linkedin.com/company/superdial,11-50,"$12,000,000",2021
Nice Healthcare,https://www.crunchbase.com/organization/nice-healthcare,"Jun 24, 2025","$48,657,201",Not Started,"Health Care, Home Health Care, Medical, Mental Health, Personal Health, Primary and Urgent Care","Minneapolis, Minnesota, United States","Nice Healthcare provides primary care, physical therapy, and chronic-care management services.","8,158",https://www.nice.healthcare/,$1M to $10M,"Conductive Ventures, Santa Barbara Venture Partners, Groove Capital, Headwater Ventures, Indie.vc","Conductive Ventures, DNA Capital, Indie.vc, Waterline Ventures",https://x.com/nicehealthcare,https://www.linkedin.com/company/nice-healthcare/,101-250,"$6,557,201",2017
Kognitos,https://www.crunchbase.com/organization/kognitos,"Jun 24, 2025","$53,349,999",Not Started,"Artificial Intelligence (AI), Business Development, Software","San Jose, California, United States",Kognitos is an AI platform that automates business operations using natural language.,"8,640",https://www.kognitos.com/,$1M to $10M,"Alumni Ventures, Khosla Ventures, Wipro Ventures, Dentsu Ventures, Prosperity7 Ventures","Clear Ventures, Engineering Capital, Khosla Ventures, Prosperity7 Ventures",https://x.com/Kognitos_Inc,https://www.linkedin.com/company/kognitos,101-250,"$25,000,000",2020
Eventual,https://www.crunchbase.com/organization/eventual-4cef,"Jun 24, 2025","$30,000,000",Not Started,"Artificial Intelligence (AI), Cloud Computing, Database, Machine Learning, Open Source, Video","San Francisco, California, United States","Eventual makes processing images, video & audio as easy as SQL. Their platform helps AI companies handle petabytes of multimodal data.","8,678",https://www.eventual.ai/,—,"Alumni Ventures, Citi, Y Combinator, Felicis, CRV","Alumni Ventures, CRV, Felicis",https://x.com/daftengine,https://www.linkedin.com/company/eventualcomputing,11-50,"$20,000,000",Jan 2022
Jobright,https://www.crunchbase.com/organization/jobright,"Jun 24, 2025","$7,700,000",Not Started,"Artificial Intelligence (AI), Employment, Recruiting, Search Engine","Santa Clara, California, United States","Jobright is an AI-native job platform providing a career agent that finds, customizes, and submits applications on behalf of job seekers.","9,319",https://jobright.ai/,—,"Translink Capital, UpHonest Capital, HR Tech Investments LLC",Translink Capital,https://x.com/jobrightai,https://www.linkedin.com/company/jobright-ai,1-10,"$3,200,000","Apr 5, 2023"
LanceDB,https://www.crunchbase.com/organization/lancedb,"Jun 24, 2025","$41,000,000",Not Started,"Artificial Intelligence (AI), Information Services, Machine Learning","San Francisco, California, United States","LanceDB is a developer friendly, open source database for multi-modal AI.","9,591",http://lancedb.com/,—,"Runway, Y Combinator, CRV, Theory Ventures, Zero Prime Ventures","CRV, Theory Ventures",https://x.com/lancedb,https://www.linkedin.com/company/lancedb,11-50,"$30,000,000",Dec 2021
Phamily,https://www.crunchbase.com/organization/phamily,"Jun 24, 2025","$25,000,000",Not Started,"Health Care, Health Diagnostics, Information Technology, Internet, Virtual Assistant","Cincinnati, Ohio, United States",Phamily is a provider of a patient engagement platform intended to make ccm possible and profitable.,"9,932",https://phamily.com/,$1M to $10M,"Hustle Fund, Level Equity Management, Mentors Fund, Darwin Venture Management",Level Equity Management,https://x.com/PhamilyCares,https://www.linkedin.com/company/jaan-health/,51-100,"$15,000,000",2013
SWARM Biotactics,https://www.crunchbase.com/organization/swarm-biotactics,"Jun 24, 2025","€13,000,000",Not Started,"Artificial Intelligence (AI), Robotics","Kassel, Hessen, Germany",SWARM Biotactics develops bio-robotic systems based on fully controllable living insects for mission-critical activities.,"10,270",https://www.swarm-biotactics.com/,—,"Capnamic, Vertex Ventures US, Possible Ventures",Capnamic,,,11-50,"€10,000,000",2024
BackOps AI,https://www.crunchbase.com/organization/backops-ai,"Jun 24, 2025","$10,000,000",Not Started,"Artificial Intelligence (AI), Software, Supply Chain Management","San Francisco, California, United States",BackOps AI revolutionize supply chain management with AI-Driven autonomous business solutions,"10,689",https://www.backops.ai/,—,"Construct Capital, Gradient, 10vc","Construct Capital, Gradient",https://x.com/Backopsai,https://www.linkedin.com/company/backops-ai/,1-10,"$8,000,000",2024
Centific Inc,https://www.crunchbase.com/organization/centific,"Jun 24, 2025","$60,000,000",Not Started,"Analytics, Artificial Intelligence (AI), Database, Information Technology, Retail Technology","Redmond, Washington, United States","Centific specializes in data, analytics, and AI solutions for enterprises.","11,035",https://www.centific.com/,$1M to $10M,Granite Asia,Granite Asia,https://x.com/CentificGlobal,https://www.linkedin.com/company/centificglobal,1001-5000,"$60,000,000",2020
Ubicept,https://www.crunchbase.com/organization/ubicept,"Jun 24, 2025","$13,620,993",Not Started,"Computer Vision, Image Recognition, Software","Boston, Massachusetts, United States",Ubicept provides imaging solutions that enables to see in the dark and other challenging environments.,"11,202",https://www.ubicept.com/,$1M to $10M,"Alumni Ventures, TitletownTech, E14 Fund, Ubiquity Ventures, Phoenix Venture Partners","Alumni Ventures, E14 Fund, Intel Ignite, TitletownTech, Ubiquity Ventures",,https://www.linkedin.com/company/ubicept/,11-50,"$4,620,993",2021
Lios,https://www.crunchbase.com/organization/lios-group,"Jun 24, 2025","€8,550,000",Not Started,"Aerospace, Air Transportation, Automotive, Construction, Consumer Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Home Appliances, Industrial, Industrial Manufacturing, Manufacturing","Dublin, Dublin, Ireland",Empowering the building of tomorrow’s quieter world – eradicating noise pollution and avoidable hearing damage.,"13,156",http://www.lios-group.com/,$1M to $10M,"SOSV, EIC Accelerator, Horizon 2020, Wayra UK","EIC Accelerator, Horizon 2020, SOSV",https://x.com/LiosGroup,http://www.linkedin.com/company/liosgroup,11-50,"€6,250,000","May 1, 2009"
Basquevolt,https://www.crunchbase.com/organization/basquevolt,"Jun 24, 2025","€52,750,000",Not Started,"Automotive, Battery, Electronics, Manufacturing","Vitoria-gasteiz, Pais Vasco, Spain","Basquevolt is a developer of solid-state lithium batteries for electric vehicles, heavy transport, renewable energy, and electronic devices.","13,892",https://basquevolt.com/es,—,"Iberdrola, Centre for the Development of Industrial Technology (CDTI), EIT InnoEnergy, EIC Accelerator, Enagas Emprende",EIC Accelerator,https://x.com/basquevolt,https://www.linkedin.com/company/basquevolt/,51-100,"€10,000,000","Jun 10, 2022"
Waltz,https://www.crunchbase.com/organization/waltz-1c13,"Jun 24, 2025","$49,000,000",Not Started,"Finance, FinTech, Mortgage, PropTech, Real Estate Investment","Miami, Florida, United States",Waltz is a FinTech-PropTech platform that offers real estate investment solutions for non-US citizens,"14,127",https://www.getwaltz.com/,$10M to $50M,"TLV Partners, Aleph, Ofir Ehrlich, Setpoint Capital, Talmon Marco","Aleph, Setpoint Capital, TLV Partners",,https://www.linkedin.com/company/waltz-re,11-50,"$25,000,000",2021
Enter,https://www.crunchbase.com/organization/baupal,"Jun 24, 2025","€39,400,000",Not Started,"Energy, Energy Efficiency, Manufacturing, Renewable Energy, Semiconductor","Berlin, Berlin, Germany","Enter provides energy audits, procurement and financing, and benchmarking for European homes.","14,169",http://www.enter.de/,—,"Coatue, SE Ventures, noa, Target Global, Partech","Coatue, Foundamental, Target Global",https://x.com/baupalGmbh,https://www.linkedin.com/company/enternow,101-250,"€20,000,000",Dec 2020
Gemist,https://www.crunchbase.com/organization/gemist,"Jun 24, 2025","$12,835,000",Not Started,"E-Commerce, Jewelry","Los Angeles, California, United States",Gemist is the first-ever D2C custom jewelry company that allows consumers to design jewelry and try it on before they buy.,"14,378",https://gemist.co/,$1M to $10M,"Lightspeed Venture Partners, Collide Capital, Mana Ventures, The Artemis Fund, Entrada Ventures",Entrada Ventures,https://x.com/GemistC,https://www.linkedin.com/company/18949596/admin/,1-10,"$6,000,000",Oct 2018
Lyceum,https://www.crunchbase.com/organization/lyceum-2f13,"Jun 24, 2025","€10,300,000",Not Started,"Artificial Intelligence (AI), Generative AI, Machine Learning","Zürich, Zurich, Switzerland",Lyceum is focused on simplifying and optimizing AI model training and deployment by removing infrastructure complexities.,"14,834",https://www.lyceum.technology/,—,"10x Founders, redalpine",redalpine,,https://www.linkedin.com/company/lyceum-technology,11-50,"€10,300,000",2025
Zeelo,https://www.crunchbase.com/organization/zeelo,"Jun 24, 2025","$56,600,000",Not Started,"Enterprise Software, SaaS, Transportation, Travel","London, England, United Kingdom",Zeelo is a TransitTech company that provides a mobility platform for transportation services.,"15,028",http://www.zeelo.co/,$10M to $50M,"Dynamo, Blue Earth Capital, ETF Partners, InMotion Ventures, IREON Ventures","Blue Earth Capital, Direttissima Growth Partners, ETF Partners",https://x.com/gozeelo,https://www.linkedin.com/company/zeelo,101-250,"$23,000,000",Oct 2016
Avenacy,https://www.crunchbase.com/organization/avenacy,"Jun 24, 2025","$26,030,368",Not Started,"Manufacturing, Medical, Pharmaceutical","Schaumburg, Illinois, United States",Avenacy is a pharmaceutical manufacturing company specializing in critical injectable medications like eptifibatide and fulvestrant.,"16,443",https://www.avenacy.com/,$1M to $10M,Texas Capital Bank,Texas Capital Bank,,https://www.linkedin.com/company/avenacy,11-50,—,Jul 2023
Neuron23,https://www.crunchbase.com/organization/neuron23,"Jun 24, 2025","$310,000,000",Not Started,"Health Care, Medical, Pharmaceutical","San Francisco, California, United States",Neuron23  is a developer of drugs intended to treat Parkinson's disease and Alzheimer's disease.,"16,803",http://neuron23.com/,$1M to $10M,"Blue Owl, Kleiner Perkins, Perceptive Advisors, Redmile Group, SoftBank Vision Fund","Kleiner Perkins, Redmile Group, SoftBank Vision Fund, Westlake Village BioPartners",,https://www.linkedin.com/company/neuron23-inc,11-50,"$96,500,000",2018
Orus,https://www.crunchbase.com/organization/orus-b6c4,"Jun 24, 2025","€41,000,000",Not Started,"Finance, Financial Services, Insurance","Paris, Ile-de-France, France",Orus provides simple and transparent insurance coverage for small business owners.,"17,055",https://www.orus.eu/,$10M to $50M,"Singular, Notion Capital, Portage Ventures, Redstone.VC, Partech","Notion Capital, Singular, VR Ventures",,https://www.linkedin.com/company/orus-insurance,11-50,"€25,000,000",2022
Claira Inc,https://www.crunchbase.com/organization/claira,"Jun 24, 2025","$7,230,000",Not Started,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Natural Language Processing, SaaS, Software","New York, New York, United States","Claira’s Deal Intelligence Platform for finance automates your deal pipeline, deal origination and deal management.","17,198",https://www.claira.io/,$1M to $10M,"Citi, Activant Capital, Barclays, KDX, OPCO Ventures","Barclays, Citi, Reimagine Tech Ventures",https://x.com/clairatech,https://www.linkedin.com/company/claira-technology,11-50,"$7,000,000",Feb 2024
SpiNNcloud,https://www.crunchbase.com/organization/spinncloud-systems,"Jun 24, 2025","€12,500,000",Not Started,"Hardware, Neuroscience, Real Time, Semiconductor","Dresden, Sachsen, Germany",SpiNNcloud provides brain inspired parallel and real-time computing capabilities with our unique hardware.,"18,729",https://spinncloud.com/,$1M to $10M,"VentureOut, EIC Accelerator, SpinLab - The HHL Accelerator","EIC Accelerator, VentureOut",,https://www.linkedin.com/company/spinncloud-systems-gmbh/,11-50,"€10,000,000",2021
Cellugy,https://www.crunchbase.com/organization/cellugy,"Jun 24, 2025","$17,570,251",Not Started,"Biotechnology, Industrial Manufacturing, Manufacturing","Århus, Midtjylland, Denmark",Cellugy is a biotechnology startup that produces biofabricated cellulose materials to replace petrochemicals in the personal care sector.,"19,370",https://www.cellugy.com/,$1M to $10M,"The Footprint Firm, European Innovation Council, Unconventional Ventures, PSV, Export and Investment Fund","European Commission, European Innovation Council, ICIG Ventures, Unconventional Ventures",,https://www.linkedin.com/company/cellugy,11-50,"€8,100,000",2018
Torrid,https://www.crunchbase.com/organization/torrid,"Jun 24, 2025","$67,000,000",Not Started,"E-Commerce, Fashion, Lifestyle","City Of Industry, California, United States","Torrid is inspired by and designed specifically to fit the young, stylish woman who wears sizes 12 to 28.","19,795",http://www.torrid.com/,$1B to $10B,—,—,https://x.com/torridfashion,https://www.linkedin.com/company/torrid,5001-10000,"$35,000,000",2001
Utopi,https://www.crunchbase.com/organization/utopi,"Jun 24, 2025","£10,000,000",Not Started,"Data Integration, Internet of Things, Online Portals, Real Time, Smart Building","Glasgow, Glasgow City, United Kingdom",The multi-award winning ESG technology platform for multi-tenant real estate.,"21,221",https://www.utopi.co.uk/,$1M to $10M,Scottish National Investment Bank,Scottish National Investment Bank,,https://www.linkedin.com/company/utopi-ltd/,51-100,"£5,000,000",2019
Skyramp,https://www.crunchbase.com/organization/skyramp,"Jun 24, 2025","$10,000,000",Not Started,Software,"San Francisco, California, United States",Test easy to find and fix future production issues.,"21,548",https://www.skyramp.dev/,—,Sequoia Capital,Sequoia Capital,https://x.com/skyramp_dev,https://www.linkedin.com/company/skyramp-dev/,11-50,"$10,000,000","Jun 23, 2022"
Filuta AI,https://www.crunchbase.com/organization/filuta-ai,"Jun 24, 2025","$6,750,509",Not Started,"Artificial Intelligence (AI), Industrial Automation, Intelligent Systems","Prague, Hlavni mesto Praha, Czech Republic",Filuta AI is a B2B SaaS intelligent automation platform that enables the creation of composite AI solutions.,"22,130",https://filuta.ai/,—,"Rockaway Ventures, European Innovation Council, N1, Czech Founders VC, Lion Beat Capital","N1, Rockaway Ventures",,https://www.linkedin.com/company/filuta,11-50,"$4,200,000",Sep 2022
Pro Athlete Community (PAC),https://www.crunchbase.com/organization/pro-athlete-community-pac,"Jun 24, 2025","$11,209,996",Not Started,"Fitness, Sports, Sports Leagues and Teams","Fort Lauderdale, Florida, United States","PAC delivers tailored executive education, experiences, and a luminary network designed to unlock your full potential.","22,598",https://proathletecommunity.com/,$1M to $10M,"Maveron, GSV Ventures",GSV Ventures,,https://www.linkedin.com/company/pro-athlete-community-pac,11-50,"$7,600,000",2022
Molnlycke Health Care,https://www.crunchbase.com/organization/molnlycke-health-care,"Jun 24, 2025","$792,372,283",Not Started,"Health Care, Manufacturing, Medical Device","Gothenburg, Vastra Gotaland, Sweden","Mölnlycke Health Care is a provider of high-quality healthcare solutions for customers, healthcare professionals and patients worldwide.","23,875",http://www.molnlycke.com/,$1B to $10B,SEK,SEK,https://x.com/molnlyckehc,https://www.linkedin.com/company/m-lnlycke-health-care,5001-10000,"$400,000,000",1998
Execo,https://www.crunchbase.com/organization/execo-eb93,"Jun 24, 2025","$6,000,000",Not Started,"Artificial Intelligence (AI), Legal Tech, Professional Services","New York, New York, United States","Execo delivers AI-powered services blending tech and human expertise to accelerate contracts, compliance, data, and GTM.","23,956",https://www.execo.com/,$1M to $10M,Unlock,Unlock,https://x.com/execogroup_,https://www.linkedin.com/company/execogroup/,251-500,"$3,000,000",2023
Quinn,https://www.crunchbase.com/organization/hyve-b9e5,"Jun 24, 2025","$15,250,000",Not Started,"Financial Services, FinTech, Mobile Apps","New York, New York, United States","Quinn is a money app that automates savings, investing, and debt hacks.","24,742",https://www.quinnadvisor.com/,—,"Viola FinTech, MoreVC, The Flying Whale Ventures","MoreVC, The Flying Whale Ventures, Viola FinTech",https://x.com/letshyve,https://www.linkedin.com/company/letshyve,11-50,"$11,000,000",2020
Doktar Technologies,https://www.crunchbase.com/organization/doktar,"Jun 24, 2025","$10,196,792",Not Started,"Agriculture, AgTech, Big Data, Information Technology, Internet of Things, Mobile Apps, Remote Sensing","Istanbul, Istanbul, Turkey",Doktar Technologies provides solutions for the digital transformation of the agriculture and food industries.,"25,585",https://www.doktar.com/,$10M to $50M,"European Circular Bioeconomy Fund, Diffusion Capital Partners, Pymwymic, Ulusoy Un Sanayi, Credia Ventures","Credia Ventures, Diffusion Capital Partners, European Circular Bioeconomy Fund, Pymwymic, Ulusoy Un Sanayi",https://x.com/Doktar_Agtech,https://www.linkedin.com/company/doktar,101-250,"€7,500,000",2017
OLEDWorks,https://www.crunchbase.com/organization/oledworks,"Jun 24, 2025","$67,705,844",Not Started,"Energy Efficiency, Lighting, Renewable Energy","Rochester, New York, United States","OLEDWorks is a manufacturer of OLED light technology for automotive, general lighting, and specialty applications.","26,190",https://www.oledworks.com/,$10M to $50M,"NYSERDA, Japan Display, InvestEU","InvestEU, Japan Display",https://x.com/oledworks,https://www.linkedin.com/company/oledworks-llc,101-250,"€30,000,000",2010
Aegis Sciences,https://www.crunchbase.com/organization/aegis-sciences,"Jun 24, 2025","$176,600,000",Not Started,"Biotechnology, Clinical Trials, Health Care, Medical","Nashville, Tennessee, United States",A forensic toxicology and health care sciences laboratory.,"26,963",http://www.aegislabs.com/,$50M to $100M,"ABRY Partners, National Institutes of Health, Kayne Anderson Growth Capital","ABRY Partners, Kayne Anderson Growth Capital",,https://www.linkedin.com/company/aegis-sciences-corporation,501-1000,"$170,000,000",1991
Haystack,https://www.crunchbase.com/organization/haystack-000f,"Jun 24, 2025","$9,200,000",Not Started,"Human Resources, Information Technology, SaaS","Los Angeles, California, United States","Haystack is an employee experience platform that connects the company's communication, knowledge, and people to a single platform.","31,426",https://www.haystackteam.com/,$10M to $50M,"BoxGroup, Coatue, SV Angel, basecase capital, Greycroft","Breakwall Equity, Coatue, Greycroft",,https://www.linkedin.com/company/gohaystack,51-100,—,Sep 2018
Koobz,https://www.crunchbase.com/organization/koobz,"Jun 24, 2025","$7,526,355",Not Started,"3D Printing, Consumer Goods, Fashion, Manufacturing","Ventura, California, United States",Koobz is a consumer products company that designs and manufactures 3D-printed footwear products with automated manufacturing processes.,"32,093",https://koo.bz/,—,"Antler, Uncork Capital, Karman Ventures, Cake Ventures, Anorak Ventures",Uncork Capital,,https://www.linkedin.com/company/koobz/,1-10,"$7,276,355",2023
Athene,https://www.crunchbase.com/organization/athene,"Jun 24, 2025","$4,428,200,000",Not Started,"Finance, Financial Services, Insurance, Retirement","West Des Moines, Iowa, United States",Athene Holding is a life insurance company that provides retirement savings products for individuals and institutions.,"33,067",https://www.athene.com/,$10B+,—,—,https://x.com/atheneusa,https://www.linkedin.com/company/athene-usa,1001-5000,"$600,000,000",2009
Factored,https://www.crunchbase.com/organization/factored-fa26,"Jun 24, 2025","£20,600,000",Not Started,"Clean Energy, CleanTech, Commercial Lending, Consumer Lending, Energy Efficiency, Financial Services, Green Building, Lending, Real Estate, Sustainability","London, England, United Kingdom",Rent-backed financing,"34,540",https://www.factored.co/,—,"Plug and Play, SFC Capital, Second Century Ventures, Creative Destruction Lab (CDL), REACH","Barclays Eagle Labs, Creative Destruction Lab (CDL), EIT Climate-KIC, Second Century Ventures, SFC Capital, WinYield",,https://www.linkedin.com/company/factored-finance,1-10,"£20,000,000",2023
Momentum Financial Services Group,https://www.crunchbase.com/organization/momentum-financial-services-group,"Jun 24, 2025","CA$657,900,000",Not Started,"Credit, Finance, Financial Services","Malvern, Pennsylvania, United States","Momentum Financial Services Group offers financial solutions and products like check cashing, loans, prepaid credits and money transfers.","36,388",https://mfsg.com/,$10M to $50M,Ares Management,Ares Management,,https://www.linkedin.com/company/momentum-financial-services-group/,1001-5000,"CA$657,900,000",1982
Empo Health,https://www.crunchbase.com/organization/empo-health,"Jun 24, 2025","$7,256,000",Not Started,"Health Care, Medical, Medical Device","San Bruno, California, United States",Empo Health is an in-home health monitoring that fits seamlessly into patients' lives.,"37,328",http://www.empohealth.com/,Less than $1M,"Gaingels, National Science Foundation, Ulu Ventures, SeaX Ventures, Story Ventures","National Science Foundation, SeaX Ventures, Story Ventures",,,11-50,"$7,000,000",2020
Array Technologies,https://www.crunchbase.com/organization/array-technologies,"Jun 24, 2025","$834,100,000",Not Started,"Energy, Information Technology, Manufacturing, Solar","Albuquerque, New Mexico, United States",Array Technologies is a manufacturing company that provides solar tracker solutions for companies and businesses.,"40,802",http://arraytechinc.com/,$500M to $1B,"Oaktree Capital Management, Blackstone Energy Partners, ROTH Capital Partners",Blackstone Energy Partners,https://x.com/Arraytechinc,https://www.linkedin.com/company/array-technologies-inc/,1001-5000,"$334,100,000",1992
Priothera,https://www.crunchbase.com/organization/priothera,"Jun 24, 2025","€50,700,000",Not Started,"Biotechnology, Health Care, Medical, Pharmaceutical","Dublin, Dublin, Ireland",Priothera is developing the orally applied sphingosine 1 phosphate (S1P) receptor modulators for haematological malignancies.,"42,507",https://priothera.com/,Less than $1M,"European Investment Bank, Bpifrance, Fountain Healthcare Partners, HealthCap, Earlybird Venture Capital","Bpifrance, Earlybird Venture Capital, European Investment Bank, Fountain Healthcare Partners, HealthCap, Tekla Capital Management",,https://www.linkedin.com/company/priothera,11-50,"€1,700,000",2020
