Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Sonida Senior Living,https://www.crunchbase.com/organization/sonida-senior-living,"Jan 5, 2026","$1,078,022,423",Not Started,"Assisted Living, Elder Care, Health Care, Home Health Care, Lifestyle","Addison, Texas, United States","Sonida Senior Living offers senior housing and services, including independent living, assisted living, and memory care.","84,189",https://www.sonidaseniorliving.com/,$100M to $500M,"Morgan Stanley, Conversant Capital, First Financial Bank","Conversant Capital, First Financial Bank, Morgan Stanley",https://x.com/sonidasenior,https://www.linkedin.com/company/sonida-senior-living,5001-10000,"$900,000,000",1990
Marker Therapeutics,https://www.crunchbase.com/organization/marker-therapeutics,"Jan 5, 2026","$136,200,000",Not Started,"Biotechnology, Therapeutics","Minneapolis, Minnesota, United States","Marker Therapeutics is a clinical-stage developer of a transformative, non-genetically engineered, multi-antigen T cell therapy platform.","107,448",https://www.markertherapeutics.com/,$1M to $10M,"National Institutes of Health, Cancer Prevention and Research Institute of Texas, Lincoln Park Capital Fund","Cancer Prevention and Research Institute of Texas, Lincoln Park Capital Fund, National Institutes of Health",,https://www.linkedin.com/company/marker-therapeutics,11-50,—,1992
NicOx,https://www.crunchbase.com/organization/nicox,"Jan 5, 2026","$210,568,685",Not Started,"Biotechnology, Health Care, Medical Device","Valbonne, Provence-Alpes-Cote d'Azur, France",Nicox is an international ophthalmology company developing innovative solutions to help maintain vision and improve ocular health.,"137,066",http://www.nicox.com/,$1M to $10M,"Kreos Capital, Vester Finance","Kreos Capital, Vester Finance",,https://www.linkedin.com/company/nicox,11-50,"€4,000,000",1996
Holyvolt,https://www.crunchbase.com/organization/holyvolt,"Jan 4, 2026","SEK352,500,000",Not Started,"Industrial Engineering, Manufacturing, Renewable Energy","Stockholm, Stockholms Lan, Sweden",Holyvolt is a technology company that offers nano paste screen printing technology for efficient energy extraction and storage.,"3,743",https://www.holyvolt.com/,—,"Volvo Cars, Volvo Group, Course Corrected, Wallenberg Investments, FAM AB",Course Corrected,,https://www.linkedin.com/company/holyvoltare/,11-50,"SEK138,900,000",2022
Rilea Group,https://www.crunchbase.com/organization/rilea-group,"Jan 3, 2026","$150,000,000",Not Started,Real Estate,"Miami, Florida, United States","Rilea Group specialized in Real Estate Development, Property Management, Leasing, and Marketing and Sales.","48,803",https://www.rileagroup.com/,$1M to $10M,"Nuveen Green Capital, ABANCA USA",Nuveen Green Capital,,https://www.linkedin.com/company/rilea-group/,51-100,"$150,000,000",1981
Tive,https://www.crunchbase.com/organization/tive,"Jan 2, 2026","$141,929,796",Not Started,"Enterprise Software, Internet of Things, Shipping, Software, Supply Chain Management","Boston, Massachusetts, United States",Tive develops a hardware and software platform designed to track the conditions of shipments.,"1,985",https://tive.com/,$10M to $50M,"Plug and Play, AVP, Techstars, Fifth Wall, One Way Ventures","Accomplice, AVP, Hyperplane, NextView Ventures, Plug and Play, RRE Ventures, Sageview Capital, The Lightsmith Group, Two Sigma Ventures, World Innovation Lab",https://x.com/tiveinc,https://www.linkedin.com/company/tiveinc/,101-250,"$19,999,807",2015
Lumin Digital,https://www.crunchbase.com/organization/lumin-digital,"Jan 2, 2026","$260,000,000",Not Started,"Financial Services, FinTech, SaaS, Software","San Ramon, California, United States","Lumin Digital provides cloud-native digital banking solutions, helping financial institutions enhance user experience and engagement.","3,617",https://lumindigital.com/,$50M to $100M,"Partners Group, NewView Capital, Light Street Capital, Redwood Credit Union, Wings Credit Union","Light Street Capital, NewView Capital, Partners Group",,https://www.linkedin.com/company/lumindigital,251-500,"$25,000,000",Nov 2016
Agile Space Industries,https://www.crunchbase.com/organization/agile-space-propulsion,"Jan 2, 2026","$35,140,000",Not Started,"3D Printing, Aerospace, Air Transportation, Space Travel","Durango, Colorado, United States","Agile Space Industries is an aviation and aerospace that specializes in propulsion, test rockets, and space exploration.","7,094",http://agilespaceindustries.com/,$10M to $50M,"Lockheed Martin Ventures, Denver Ventures, Veteran Ventures Capital, Cortado Ventures, Howdy Partners","Caruso Ventures, Greenline Ventures, Lockheed Martin Ventures",https://x.com/agile_space,https://www.linkedin.com/company/agile-space-industries,51-100,"$17,000,000",2019
Under Armour,https://www.crunchbase.com/organization/under-armour,"Jan 2, 2026","$567,400,000",Not Started,"Apparel, Delivery Service, Fitness, Innovation Management, Internet, Shopping, Sporting Goods","Baltimore, Maryland, United States","Under Armour is a manufacturer of footwear, sport, and casual apparel.","10,341",http://underarmour.com/,$1B to $10B,"BDT & MSD Partners, Fairfax Financial Holdings","BDT & MSD Partners, Fairfax Financial Holdings",https://x.com/UnderArmour,http://www.linkedin.com/company/under-armour,10001+,"$67,400,000",1996
Mechademy Incorporated,https://www.crunchbase.com/organization/mechademy-incorporated,"Jan 2, 2026","$11,832,203",Not Started,"Analytics, Cloud Computing, Predictive Analytics, SaaS","Houston, Texas, United States","Mechademy Incorporated is a cloud-based SaaS platform for remote monitoring of Turbo-machinery, providing performance analytics.","11,888",https://www.mechademy.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/mechademy,11-50,"$9,086,015","Jan 25, 2017"
BoxPower,https://www.crunchbase.com/organization/boxpower,"Jan 2, 2026","$14,373,153",Not Started,"Energy, Manufacturing, Renewable Energy, Solar","Grass Valley, California, United States",BoxPower's software and hardware innovations allow utilities and commercial customers to reimagine how power is provided.,"13,440",https://www.boxpower.io/,$1M to $10M,"Parallel18, Aligned Climate Capital, The Draper Richards Kaplan Foundation, California Energy Commission, Southwire Company","Aligned Climate Capital, California Energy Commission, Cleantech Open, ECP ForeStar, Southwire Company, VerisFi Capital",https://x.com/boxpowersystems,https://www.linkedin.com/company/boxpower/,11-50,"$6,673,153",Oct 2016
HyperFi,https://www.crunchbase.com/organization/hyperfi,"Jan 2, 2026","$10,000,000",Not Started,"Financial Services, Information Technology, Internet, Software, Web Development","San Francisco, California, United States",Seamless Connectivity. Powered by AI.,"20,286",https://hyperfi.ai/,—,Digital Alpha,Digital Alpha,https://x.com/gohyperfi,,11-50,"$10,000,000",Jul 2025
MeiraGTx,https://www.crunchbase.com/organization/meiragtx,"Jan 2, 2026","$180,861,450",Not Started,"Biotechnology, Health Care, Therapeutics","New York, New York, United States",MeiraGTx is a biotechnology company that focuses on developing gene therapies to treat inherited and acquired genetic disorders.,"21,139",https://meiragtx.com/,$10M to $50M,"Sanofi, Perceptive Advisors, AlbionVC, ATW Partners, UCL Technology Fund","Essex Bio-Technology, Perceptive Advisors, Sanofi",https://x.com/MeiraGTx,https://www.linkedin.com/company/meiragtx,251-500,"$18,200,000","Mar 20, 2015"
Honey Mama's,https://www.crunchbase.com/organization/honey-mama-s,"Jan 2, 2026","$20,632,445",Not Started,"Food and Beverage, Retail Technology, Wholesale","Portland, Oregon, United States",Honey Mama’s offers honey-cocoa bars made from five nutrient-rich ingredients.,"22,104",http://www.honeymamas.com/,$1M to $10M,"Oregon Venture Fund, Amberstone Ventures, Irresistible Foods Group, Centre Street Partners, Zachary DeAngelo","Amberstone Ventures, Irresistible Foods Group",https://x.com/Honey_Mamas,https://www.linkedin.com/company/honey-mama's/,11-50,"$3,664,996",2012
QuinStreet,https://www.crunchbase.com/organization/quinstreet,"Jan 2, 2026","$190,000,000",Not Started,"Advertising, Internet, Marketing","Foster City, California, United States",QuinStreet is an online performance marketing company providing technologies for businesses to identify their targeted audiences.,"51,126",http://www.quinstreet.com/,$500M to $1B,"MUFG Bank, Notable Capital, Sutter Hill Ventures, Focus Ventures, St. Paul Venture Capital","MUFG Bank, St. Paul Venture Capital, Sutter Hill Ventures",https://x.com/quinstreet,http://www.linkedin.com/company/quinstreet,501-1000,"$150,000,000","Apr 1, 1999"
Larksfield Place Gallery,https://www.crunchbase.com/organization/larksfield-place-gallery,"Jan 2, 2026","$45,205,000",Not Started,"Assisted Living, Health Care, Hospital, Non Profit, Nursing and Residential Care, Rehabilitation","Wichita, Kansas, United States","Larksfield delivers distinctive lifestyle, health, and wellness services as the leading retirement community in South Central Kansas.","75,668",https://larksfield.org/,$10M to $50M,—,—,https://x.com/LarksfieldPlace,https://www.linkedin.com/company/larksfield-place-retirement-communities-inc-/,251-500,"$45,205,000",1988
Arlandastad Group,https://www.crunchbase.com/organization/city-of-arlanda-group,"Jan 2, 2026","SEK150,000,000",Not Started,"Construction, Property Development, Property Management","Skoby, Uppsala Lan, Sweden",Arlandastad Group is a real estate development company that offers property development and management services.,"86,648",https://arlandastadgroup.se/,$50M to $100M,Samhällsbyggnadsbolaget i Norden AB,Samhällsbyggnadsbolaget i Norden AB,,https://www.linkedin.com/company/arlandastad-group/,11-50,—,2005
Substack,https://www.crunchbase.com/organization/substack,"Jan 1, 2026","$200,229,219",Not Started,"Content Creators, Media and Entertainment, News, Publishing, Subscription Service","San Francisco, California, United States",Substack is a subscription-based newsletter publishing platform for independent writers.,230,https://www.substack.com/,$10M to $50M,"Andreessen Horowitz, Bond, Y Combinator, Fifty Years, VentureSouq","Andreessen Horowitz, Bond, Fifty Years, TCG, Y Combinator",https://x.com/SubstackInc,https://www.linkedin.com/company/substack,101-250,—,2017
SpaceX,https://www.crunchbase.com/organization/space-exploration-technologies,"Jan 1, 2026","$11,780,343,846",Not Started,"Aerospace, Manufacturing, Space Travel","Hawthorne, California, United States","SpaceX is an aviation and aerospace company that designs, manufactures, and launches rockets and spacecraft.","1,967",https://www.spacex.com/,$10B+,"Andreessen Horowitz, Valor Equity Partners, Sequoia Capital, Founders Fund, Craft Ventures","Andreessen Horowitz, Baillie Gifford, Bank of America, Founders Fund, Google, Intesa Sanpaolo, Korea Investment Partners, Mirae Asset Venture Investment, NASA, Ontario Teachers' Pension Plan, Sequoia Capital, SharesPost Investment Management, United States Space Force",https://x.com/SpaceX,https://www.linkedin.com/company/spacex,10001+,—,"Mar 14, 2002"
Bracket,https://www.crunchbase.com/organization/bracket-ffb8,"Jan 1, 2026","$9,513,801",Not Started,FinTech,"London, England, United Kingdom","Bracket provides a digital treasury and cash management platform offering cash visibility, reporting, and bank connectivity.","3,940",https://www.bracket.co.uk/,—,"Failup Ventures, Macquarie Group, Blackfinch Ventures","Blackfinch Ventures, Failup Ventures, Macquarie Group",,https://www.linkedin.com/company/bracket-group/?viewAsMember=true,11-50,"$7,000,000","Jan 1, 2024"
MentalHealth.com,https://www.crunchbase.com/organization/mentalhealth,"Jan 1, 2026","$6,750,000",Not Started,"Health Care, Information Technology, Internet, Mental Health","San Francisco, California, United States",MentalHealth.com is a health technology platform advancing self-understanding and human connection.,"6,025",https://www.mentalhealth.com/,$10M to $50M,"Cicada Capital, LLC","Cicada Capital, LLC",https://x.com/therapy,https://www.linkedin.com/company/mentalhealth,11-50,"$4,000,000","Jun 4, 1995"
Domyn,https://www.crunchbase.com/organization/domyn,"Jan 1, 2026","$672,050,000",Not Started,"Analytics, Artificial Intelligence (AI), Business Intelligence, Enterprise Software","Milan, Lombardia, Italy","Domyn offers an AI platform with LLMs and autonomous agents for long-document analysis, reasoning, and domain-specific applications.","11,526",https://www.domyn.com/,—,—,—,https://x.com/domynai,https://it.linkedin.com/company/domynai,101-250,"$600,000,000",2016
Jaguar Health,https://www.crunchbase.com/organization/jaguar-animal-health,"Jan 1, 2026","$78,065,650",Not Started,"Health Care, Manufacturing, Medical, Pharmaceutical","San Francisco, California, United States",Jaguar Health is a pharmaceutical company that makes plant-based medicines to treat gastrointestinal distress in people and animals.,"12,140",https://jaguar.health/,$10M to $50M,"Sagard, U.S. Food and Drug Administration, BVCF, Lisa Conte","BVCF, Lisa Conte, Sagard, U.S. Food and Drug Administration",,https://www.linkedin.com/company/jaguar-health,11-50,"$240,000","Jun 1, 2013"
illuno,https://www.crunchbase.com/organization/illuno-inc,"Jan 1, 2026","$10,325,000",Not Started,"Event Management, Physical Security, Retail Technology, Security, Software","Dallas, Texas, United States",illuno is a marketplace connecting Police officers and their communities for off-duty jobs.,"17,299",https://www.illuno.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/illuno,251-500,"$5,000,000","Jul 13, 2018"
Cypris,https://www.crunchbase.com/organization/cypris,"Jan 1, 2026","$13,992,000",Not Started,"Artificial Intelligence (AI), Business Intelligence, Market Research, Software","New York, New York, United States","Cypris is a market intelligence platform that centralizes innovation data and provides live, AI-powered insights to solve R&D challenges.","21,117",https://cypris.ai/,$1M to $10M,"Vocap Partners, Activate Venture Partners, BlueTree Venture Fund, K20 Fund, York IE","Activate Venture Partners, Vocap Partners, York IE",https://x.com/cyprisai,https://www.linkedin.com/company/cyprisai/,11-50,"$1,000,000",2020
eSIMo,https://www.crunchbase.com/organization/esimo,"Jan 1, 2026","$10,000,000",Not Started,"Apps, Telecommunications, Travel","Miami, Florida, United States",ESIMo provides digital SIM card services that allow users to connect to mobile networks without using a physical SIM card.,"22,220",https://esimo.io/,—,—,—,https://x.com/eSIMo_app,https://www.linkedin.com/company/esimo.io,1-10,"$10,000,000","Jan 2, 2023"
Quideos,https://www.crunchbase.com/organization/quideos,"Jan 1, 2026","€6,200,000",Not Started,"Agriculture, AgTech, Service Industry","Paris, Ile-de-France, France",Quideos is an agriculture based platform that ensures secured purchase and sale of agricultural raw materials.,"32,583",https://quideos.com/,—,"BREEGA, Crédit Agricole, Demeter, Clint Capital, Inovexus","BREEGA, Clint Capital, Demeter, Inovexus",,https://www.linkedin.com/company/quideos,1-10,"€5,200,000",2022
elasticStage,https://www.crunchbase.com/organization/elasticstage,"Jan 1, 2026","£22,600,000",Not Started,"Manufacturing, Music","London, England, United Kingdom",elasticStage is the world’s first on-demand vinyl and CD platform enabling artists to sell physical records instantly with no upfront costs.,"35,394",https://elasticstage.com/,Less than $1M,"Nimble Ventures, Konstantin Othmer, Kailua Ventures",Nimble Ventures,,https://www.linkedin.com/company/elasticstage/,51-100,"£6,000,000","May 26, 2016"
Joule,https://www.crunchbase.com/organization/joule-7a4e,"Jan 1, 2026","$63,000,000",Not Started,"Energy, Infrastructure","Utah, Tennessee, United States",Joule Power creates integrated power and data infrastructure for operating large-scale computing systems without relying on external grids.,"39,130",https://joulepower.ai/,—,"Foulger-Pratt, Clear Lake Investments","Clear Lake Investments, Foulger-Pratt",,https://www.linkedin.com/company/joule-power/,1-10,"$60,000,000",—
American Bitcoin,https://www.crunchbase.com/organization/american-bitcoin,"Dec 31, 2025","$370,500,000",Not Started,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech, IT Infrastructure, Mining","Miami, Florida, United States",American Bitcoin is a bitcoin mining company focusing on industrial-scale Bitcoin mining and strategic Bitcoin reserve development.,866,https://www.americanbtc.com/,$50M to $100M,"Tony Robbins, Solari Capital, Tyler Winklevoss, Cameron Winklevoss, Peter Diamandis",Solari Capital,https://x.com/AmericanBTC,https://www.linkedin.com/company/americanbitcoin/,1-10,"$150,500,000",2025
Alvotech,https://www.crunchbase.com/organization/alvotech,"Dec 31, 2025","$2,041,462,755",Not Started,"Biotechnology, Life Science, Pharmaceutical","Reykjavík, Gullbringusysla, Iceland",Alvotech is a biotechnology company that specializes in making biosimilars to create biologic medicines.,"1,753",http://www.alvotech.com/,$100M to $500M,"GoldenTree Asset Management, Alvogen, Athos Capital, Shinhan Capital, Baxter Ventures","Alvogen, Fuji Pharma, GoldenTree Asset Management",https://x.com/alvotechpr,https://www.linkedin.com/company/alvotechpr,1001-5000,"$100,000,000","Jan 1, 2013"
Nuvve,https://www.crunchbase.com/organization/nuvve,"Dec 31, 2025","$46,741,000",Not Started,"Communities, Electric Vehicle, Environmental Consulting, Renewable Energy","San Diego, California, United States",Nuvve is accelerating the electrification of transportation through its proprietary vehicle-to-grid (V2G) technology.,"5,069",http://nuvve.com/,$1M to $10M,"California Energy Commission, EDF Renewable Energy, BloombergNEF, Toyota Tsusho, GREGORY POILASNE","BloombergNEF, California Energy Commission, EDF Renewable Energy, GREGORY POILASNE, Toyota Tsusho",https://x.com/nuvvecorp,https://www.linkedin.com/company/2081516/,11-50,"$6,000,000",2010
SignalRank,https://www.crunchbase.com/organization/signalrank-corporation,"Dec 31, 2025","$27,135,527",Not Started,"Artificial Intelligence (AI), Business Intelligence, FinTech, Funding Platform, Machine Learning, Software, Venture Capital","Palo Alto, California, United States",SignalRank is an investment firm that indexes premier early stage companies using algorithms to identify the highest potential Series Bs.,"6,667",https://signalrank.com/,—,"H. Barton Asset Management, Garry Tan, AltaIR Capital, Tim Draper, Lip-Bu Tan",Candou Ventures,https://x.com/signalrank,https://www.linkedin.com/company/signalrank,1-10,"$22,035,527","Jun 1, 2021"
MotorK,https://www.crunchbase.com/organization/motork-2,"Dec 31, 2025","$72,938,643",Not Started,"Automotive, Information Services, Internet, SaaS, Software","Milano, Lombardia, Italy",MotorK is a software company providing integrated digital solutions to automotive car manufacturers and dealers.,"10,530",https://www.motork.io/,$10M to $50M,"European Investment Bank, 83North, Atempo Growth, Zobito, Lucerne Capital Management","83North, Atempo Growth, European Investment Bank, Lucerne Capital Management, Real Web",https://x.com/MotorKOfficial,https://www.linkedin.com/company/motorkofficial,251-500,"€3,000,000",2010
Build-A-Bear Workshop,https://www.crunchbase.com/organization/build-a-bear-workshop,"Dec 31, 2025","$15,000,000",Not Started,"Consumer, Customer Service, Toys","Saint Louis, Missouri, United States","Build A Bear is a Consumer Services company located in 7401 Market St, Youngstown, Ohio, United States.","13,302",http://www.buildabear.com/,$100M to $500M,—,—,https://x.com/buildabear,http://www.linkedin.com/company/17574,1001-5000,"$15,000,000",1997
Nitride Global,https://www.crunchbase.com/organization/nitride-global,"Dec 31, 2025","$8,130,288",Not Started,"Chemical, Electronics, Industrial, Manufacturing, Semiconductor, Wholesale","Wichita, Kansas, United States","Nitride Global develops, manufactures, and sells aluminum nitride and aluminum oxynitride products for electronic applications.","14,308",https://www.nitrideglobal.com/,$1M to $10M,"National Science Foundation, Leawood Venture Capital, Mid-America Angels, Accelerate Venture Partners, Johnson Venture Partners","Accelerate Venture Partners, eGrowth Ventures, National Science Foundation, Nelnet",,https://www.linkedin.com/company/nitride-global-incorporated,11-50,—,2021
Kodiak Robotics,https://www.crunchbase.com/organization/kodiak-robotics-inc,"Dec 31, 2025","$494,900,000",Not Started,"Autonomous Vehicles, Logistics, Robotics, Software, Transportation","Mountain View, California, United States",Kodiak Robotics is an autonomous vehicle company developing self-driving solutions for long-haul trucking to enhance safety and efficiency.,"16,047",http://www.kodiak.ai/,$10M to $50M,"Lightspeed Venture Partners, Battery Ventures, CRV, Harpoon, StepStone Group","Aliya Capital Partners, Battery Ventures, BMW i Ventures, Bridgestone Americas, Horizon Technology Finance, U.S. Department of Defense",https://x.com/kodiakrobotics,https://www.linkedin.com/company/kodiakrobotics,101-250,"$30,000,000",Apr 2018
Phylos,https://www.crunchbase.com/organization/phylos-bioscience,"Dec 31, 2025","$19,655,037",Not Started,"Agriculture, Biotechnology, Cannabis","Portland, Oregon, United States",Phylos is a crop science company reimagining molecular genetics in the production of hemp and cannabis.,"19,679",http://phylos.bio/,$1M to $10M,"Slow Ventures, OrganiGram, Accomplice, Merida Capital Holdings, Big Rock","Merida Capital Holdings, OrganiGram",https://x.com/phylosbio,https://www.linkedin.com/company/phylosbio/,51-100,"$3,000,000",2014
Healionics,https://www.crunchbase.com/organization/healionics,"Dec 31, 2025","$24,229,687",Not Started,"Biotechnology, Health Care, Medical, Medical Device","Seattle, Washington, United States","Healionics has developed a novel vascular graft, based on a platform biomaterial, offering improved vascular access for dialysis patients.","23,444",http://www.healionics.com/,$1M to $10M,"Keiretsu Capital, Rockies Venture Club, TCA Venture Group, New York Angels, Mid Atlantic Bio Angels","Carl Lombardi, Keiretsu Capital, Mid Atlantic Bio Angels, New York Angels, Sam Naficy",,https://www.linkedin.com/company/healionics-corporation,1-10,"$1,964,221",Mar 2007
Gaia Real Estate,https://www.crunchbase.com/organization/gaia-real-estate,"Dec 31, 2025","$83,800,000",Not Started,Real Estate,"New York, New York, United States","GAIA is a full-service, real estate investment company with integrated in-house property and asset management capabilities.","27,671",http://www.gaiare.com/about-gaia/,$100M to $500M,Freddie Mac,Freddie Mac,,https://www.linkedin.com/company/2372733,1-10,"$83,800,000",2009
Intelligent Bio Solutions,https://www.crunchbase.com/organization/intelligent-bio-solutions,"Dec 31, 2025","$28,130,000",Not Started,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Medical Device, Sensor","New York, New York, United States","Intelligent Bio Solutions leverages the power of technology to develop transformative, accurate solutions that improve quality of life.","30,052",https://ibs.inc/,$1M to $10M,"Department of Industry, Innovation and Science","Department of Industry, Innovation and Science",https://x.com/ibs_inc_,https://www.linkedin.com/company/ibsinc,51-100,"$10,000,000",2017
Toby Bartlett,https://www.crunchbase.com/organization/tobybartlett,"Dec 31, 2025","$68,250,000",Not Started,"Consulting, Creative Agency, Marketing, Product Design, UX Design, Venture Capital, Web Design","New York, New York, United States",Creative Consultancy Firm,"30,176",http://www.tobybartlett.ca/,$1M to $10M,—,—,,https://www.linkedin.com/company/tobybartlett/,51-100,"$50,000,000",1996
Selma Finance,https://www.crunchbase.com/organization/selma-finance,"Dec 31, 2025","$14,309,998",Not Started,"Finance, Financial Services, FinTech","Zürich, Zurich, Switzerland",Selma Finance is a personal investment assistant that helps to invest money in a way that always fits with financial life.,"31,462",https://www.selma.com/,Less than $1M,"Unita Capital, Republic, TX Ventures, SICTIC, Sparrow Ventures","Republic, TX Ventures, Unita Capital",https://x.com/selmafinance,https://www.linkedin.com/company/selma-finance,11-50,—,2016
Sow Good,https://www.crunchbase.com/organization/black-ridge-oil-gas,"Dec 31, 2025","$26,738,000",Not Started,"Food and Beverage, Manufacturing, Nutrition, Snack Food","Irving, Texas, United States","Sow Good is a consumer products platform that focuses on manufacturing and marketing freeze-dried snacks, smoothies, and soups.","41,673",https://sowginc.com/,$10M to $50M,David Lazar,David Lazar,,https://www.linkedin.com/company/sow-good-inc,101-250,"$3,000,000",2010
NNN REIT,https://www.crunchbase.com/organization/national-retail-properties,"Dec 31, 2025","$3,735,500,000",Not Started,Real Estate,"Orlando, Florida, United States",NNN REIT is a fully integrated real estate investment trust (REIT),"45,032",http://www.nnnreit.com/,$100M to $500M,"Mizuho Bank, Sumitomo Mitsui Banking Corporation, Raymond James Bank",—,https://x.com/nnnreit,http://www.linkedin.com/company/national-retail-properties-inc.,51-100,"$85,400,000",1984
Drive Finance,https://www.crunchbase.com/organization/drive-finance-34c8,"Dec 31, 2025","EGP5,844,000,000",Not Started,Financial Services,"Cairo, New York, United States",Drive Finance offers vehicle loans.,"47,055",https://www.drive-finance.com/en,—,"Emirates NBD, Housing and Development Bank",—,,https://www.linkedin.com/company/drive-finance-auto/,251-500,"EGP844,000,000",2011
GlucoTrack,https://www.crunchbase.com/organization/integrity-applications,"Dec 31, 2025","$92,240,446",Not Started,"Health Care, Manufacturing, Medical Device, Wellness","Rutherford, New Jersey, United States",GlucoTrack is a medical device manufacturing company that specializes in developing a non-invasive glucose monitoring devices.,"90,105",https://glucotrack.com/,Less than $1M,"Sixth Borough Capital Management, John Ballantyne, Andrew Garrett, Inc., Paul Goode","John Ballantyne, Paul Goode, Sixth Borough Capital Management",https://x.com/glucotrack,https://www.linkedin.com/company/glucotrack-us/,11-50,"$4,000,000",1999
First Commerce Bank,https://www.crunchbase.com/organization/first-commerce-bank,"Dec 31, 2025","$40,000,000",Not Started,"Banking, Financial Services","Lakewood, New Jersey, United States","First Commerce Bank offers personal, commercial, and business loans.","161,846",https://www.firstcommercebk.com/,$10M to $50M,—,—,,https://www.linkedin.com/company/firstcommercebk,101-250,"$40,000,000",2010
Hadrian,https://www.crunchbase.com/organization/hadrian-caa2,"Dec 30, 2025","$607,807,547",Not Started,"Aerospace, Artificial Intelligence (AI), Machinery Manufacturing, Manufacturing, Supply Chain Management","Hawthorne, California, United States","Hadrian builds AI-powered automated factories that manufacture precision parts for defense, aerospace, and space industries.",473,https://hadrian.co/,$1M to $10M,"Andreessen Horowitz, Founders Fund, Washington Harbour Partners, Lux Capital, Caffeinated Capital","Andreessen Horowitz, Founders Fund, Lux Capital, Morgan Stanley, T. Rowe Price",https://x.com/HadrianSpace,https://www.linkedin.com/company/hadrianspace,101-250,"$131,307,594",Nov 2020
Champ,https://www.crunchbase.com/organization/champtitles,"Dec 30, 2025","$104,400,000",Not Started,"SaaS, Software","Cleveland, Ohio, United States","SaaS solutions to create, manage and transfer digital vehicle titles for insurance carriers, lenders, state govt, vehicle retailers and OEMs",823,http://www.champtitles.com/,$10M to $50M,"Point72 Ventures, Guidewire Software, Eos Venture Partners, A100x Ventures, Rev1 Ventures","Eos Venture Partners, John Benis, Point72 Ventures, W. R. Berkley",https://x.com/champtitles,http://linkedin.com/company/champtitles,51-100,"$55,000,000",2018
Biobeat,https://www.crunchbase.com/organization/biobeat,"Dec 30, 2025","$58,000,000",Not Started,"Biotechnology, Data Collection and Labeling, Health Care, Medical Device, Wearables","Boca Raton, Florida, United States",Biobeat is a med-tech company that develops remote patient monitoring and data collection tool.,"1,532",http://www.bio-beat.com/,$1M to $10M,"OrbiMed, Ally Bridge Group, Elevage Medical Technologies, Menomadin Foundation","Ally Bridge Group, Elevage Medical Technologies, Menomadin Foundation, OrbiMed",https://x.com/BiobeatT,https://www.linkedin.com/company/biobeat-ltd.,11-50,"$50,000,000",2016
Posh,https://www.crunchbase.com/organization/posh-0e4f,"Dec 30, 2025","$66,836,111",Not Started,"Consumer Software, Event Management, Ticketing","New York, New York, United States",Create and discover events. Find your world.,"2,511",https://www.posh.vip/,$1M to $10M,"FirstMark, Goodwater Capital, Amino Capital, EPIC Ventures, Dorm Room Fund","Companyon Ventures, EPIC Ventures, Goodwater Capital, Pareto Holdings",https://x.com/poshvip_,https://www.linkedin.com/company/poshgroupnyc,11-50,"$35,811,111",2019
Sinopia Biosciences,https://www.crunchbase.com/organization/sinopia-biosciences,"Dec 30, 2025","$16,959,000",Not Started,"Artificial Intelligence (AI), Biopharma, Biotechnology, Machine Learning, Neuroscience","San Diego, California, United States","Sinopia Biosciences enables data-driven drug discovery by means of multi-omics data, machine learning, network analyses, and disease models.","6,803",http://www.sinopiabio.com/,$1M to $10M,"Michael J. Fox Foundation, National Institute of General Medical Science, National Institute of Neurological Disorders and Stroke, National Heart, Lung and Blood Institute, National Institute of Dental and Craniofacial Research (NIDCR)","Michael J. Fox Foundation, National Heart, Lung and Blood Institute, National Institute of Dental and Craniofacial Research (NIDCR), National Institute of General Medical Science, National Institute of Neurological Disorders and Stroke",,https://www.linkedin.com/company/sinopiabio,1-10,"$350,000",2014
Aether Fuels,https://www.crunchbase.com/organization/aether-fuels,"Dec 30, 2025","$57,500,000",Not Started,"Energy, Power Grid, Renewable Energy","San Francisco, California, United States",Aether Fuels is a cutting-edge climate technology startup.,"7,075",https://aetherfuels.com/,—,"CDP Venture Capital, Foothill Ventures, Eni, Xora Innovation, EDBI","AP Ventures, CDP Venture Capital, Chevron, IAGi Accelerator, Zeon Ventures",,https://www.linkedin.com/company/aether-fuels,11-50,"$15,000,000",2022
iSpecimen,https://www.crunchbase.com/organization/ispecimen,"Dec 30, 2025","$47,250,000",Not Started,"Biotechnology, Life Science, Marketplace","Lexington, Massachusetts, United States","iSpecimen is the marketplace for human biospecimens, providing researchers with the samples they need from the patients they want.","7,281",http://ispecimen.com/,$10M to $50M,MassChallenge,—,https://x.com/iSpecimen,http://www.linkedin.com/company/ispecimen,51-100,"$5,500,000",2012
