Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Morpheus Lending,https://www.crunchbase.com/organization/morpheus-lending,"Dec 11, 2025","£110,000,000",Not Started,"Financial Services, Lending","Manchester, Manchester, United Kingdom",Morpheus Lending is on a mission to transform the specialist lending space.,"51,557",https://www.morpheuslending.co.uk/,—,Pollen Street Capital,Pollen Street Capital,,https://www.linkedin.com/company/morpheus-lending,11-50,"£110,000,000",2023
Ringmaster Technologies,https://www.crunchbase.com/organization/ringmaster-technologies,"Dec 11, 2025","$13,660,065",Not Started,"Health Care, Information Services, Information Technology","Overland Park, Kansas, United States",Ringmaster Technologies provides workflow optimization for the health care stop-loss industry.,"53,742",https://www.ringmastertech.com/,$1M to $10M,Edison Partners,Edison Partners,,https://in.linkedin.com/company/ringmaster-technologies-inc,11-50,"$1,760,065",2018
JDE Peets,https://www.crunchbase.com/organization/jde-peets,"Dec 11, 2025","€3,758,600,000",Not Started,"Coffee, Food and Beverage, Manufacturing, Snack Food","Amsterdam, Noord-Holland, The Netherlands",JDE Peets is a coffee company that manufactures pure-play coffee and tea.,"54,056",http://www.jdepeets.com/,$1B to $10B,JAB Holding Company,JAB Holding Company,,https://www.linkedin.com/company/jdepeets,10001+,"€600,000,000",1966
FYLA,https://www.crunchbase.com/organization/fyla-laser,"Dec 11, 2025","€8,636,429",Not Started,"Industrial Manufacturing, Laser, Optical Communication, Semiconductor","Valencia, Comunidad Valenciana, Spain","Fyla is Deep Tech laser technology company, bringing proprietary solutions for high-end industrial applications.","55,281",http://www.fyla.com/,$1M to $10M,"Indra, Centre for the Development of Industrial Technology (CDTI), Bullnet Capital, EISMEA, INNVIERTE ECONOMIA SOSTENIBLE SICC SME SA","Bullnet Capital, Centre for the Development of Industrial Technology (CDTI), H2020-SME-Instrument program, Indra, JEANOLOGIA s.l.",https://x.com/FYLA_LASER,https://www.linkedin.com/company/fyla/,11-50,—,2014
Immunovant,https://www.crunchbase.com/organization/immunovant,"Dec 11, 2025","$1,864,400,000",Not Started,"Biopharma, Biotechnology, Pharmaceutical","New York, New York, United States",Immunovant is a clinical-stage biopharmaceutical company focused on enabling normal lives for patients with autoimmune diseases.,"55,422",https://www.immunovant.com/,—,"TCG Crossover, Frazier Life Sciences, Roivant Sciences, Commodore Capital, Frazier Healthcare Partners",Roivant Sciences,,https://www.linkedin.com/company/immunovant,251-500,"$550,000,000",2018
ClearWater Express Wash,https://www.crunchbase.com/organization/clearwater-express-wash,"Dec 11, 2025","$370,000,000",Not Started,"Automotive, Customer Service","Austin, Texas, United States",ClearWater Express Wash is an operator and developer of express car washes in Texas.,"59,560",https://clearwaterexpresswash.com/,—,Whitehorse Capital,Whitehorse Capital,,https://www.linkedin.com/company/clearwater-express-wash/,51-100,"$370,000,000",2021
Sperra,https://www.crunchbase.com/organization/rcam-technologies,"Dec 11, 2025","$6,456,000",Not Started,"Clean Energy, Construction, Energy Storage, Renewable Energy","Boulder, Colorado, United States",Sperra provides concrete solutions for renewable energy.,"64,812",https://sperra.com/,$1M to $10M,"National Science Foundation, US Department of Energy, Los Angeles Cleantech Incubator, Crown Estate’s Supply Chain Accelerator, Offshore Wind Innovation Hub","Crown Estate’s Supply Chain Accelerator, National Science Foundation, Offshore Wind Innovation Hub, US Department of Energy",https://x.com/rcamtech,https://www.linkedin.com/company/rcam-technologies,11-50,—,2017
Futuro Health,https://www.crunchbase.com/organization/futuro-health,"Dec 11, 2025","$11,200,000",Not Started,"Consulting, Education, Health Care, Wellness","Sacramento, California, United States",Futuro Health is an organization that improves the community wealth and health of allied healthcare workers in the nation.,"72,159",https://futurohealth.org/,$1M to $10M,"JP Morgan Chase, Frederick A. DeLuca Foundation","Frederick A. DeLuca Foundation, JP Morgan Chase",https://x.com/Futuro_Health,https://www.linkedin.com/company/futurohealth/,11-50,"$1,000,000",2020
CASI Pharmaceuticals,https://www.crunchbase.com/organization/casi-pharmaceuticals,"Dec 11, 2025","$220,380,000",Not Started,"Biotechnology, Medical, Pharmaceutical","Rockville, Maryland, United States",CASI focus on building a pipeline through mutually beneficial business development transactions.,"73,727",http://www.casipharmaceuticals.com/,$10M to $50M,"Accel, IDG Capital, Foresite Capital, GE Healthcare, Panacea Venture","Emerging Technology Partners, Foresite Capital, GE Healthcare, IDG Capital, Venrock Healthcare Capital Partners",,https://in.linkedin.com/company/casi-pharmaceuticals-inc.,101-250,"$20,000,000",1991
National Healthcare Properties,https://www.crunchbase.com/organization/healthcare-tr,"Dec 11, 2025","$790,000,000",Not Started,"Medical, Property Management, Real Estate, Real Estate Investment","New York, New York, United States",National Healthcare Properties is a real estate investment agency that develops a portfolio of medical real estate properties.,"78,819",http://www.healthcaretrustinc.com/,$100M to $500M,"Societe Generale, KeyBank, Barclays Investment Bank",—,,https://www.linkedin.com/company/national-healthcare-properties,11-50,"$550,000,000",2013
Financial Institutions,https://www.crunchbase.com/organization/financial-institutions,"Dec 11, 2025","$210,000,000",Not Started,"Banking, Finance, Financial Services","Warsaw, New York, United States","Financial Institutions, Inc. is a financial holding company for Five Star Bank, a New York State","123,779",https://financialinstitutionsinc.q4ir.com/,$100M to $500M,—,—,,https://www.linkedin.com/company/five-star-bank/,501-1000,"$80,000,000",1817
Ur-energy,https://www.crunchbase.com/organization/ur-energy-5ee7,"Dec 11, 2025","$124,680,000",Not Started,"Energy, Mineral, Mining, Service Industry","Littleton, Colorado, United States",Ur-energy is a mining company.,"131,650",http://www.ur-energy.com/,$10M to $50M,—,—,https://x.com/ur_energy,https://www.linkedin.com/company/ur-energy-usa-inc-/,11-50,"$120,000,000",2004
Pennymac Mortgage Investment Trust,https://www.crunchbase.com/organization/pennymac-mortgage-investment-trust,"Dec 11, 2025","$932,500,000",Not Started,"Financial Services, Real Estate, Real Estate Investment","Westlake Village, California, United States",PennyMac Mortgage Investment Trust is a finance company that invests in residential mortgage loans.,"134,973",http://www.pennymacmortgageinvestmenttrust.com/,$500M to $1B,PGIM,PGIM,,,1-10,"$75,000,000","Jan 1, 2008"
Tallinna Vesi,https://www.crunchbase.com/organization/tallinna-vesi,"Dec 11, 2025","€25,000,000",Not Started,"Water, Water Purification","Tallinn, Harjumaa, Estonia",Tallinna Vesi is a water utility company that provides drinking water and wastewater disposal services.,"138,294",https://tallinnavesi.ee/,$50M to $100M,Nordic Investment Bank,Nordic Investment Bank,,https://www.linkedin.com/company/as-tallinna-vesi/about/,101-250,"€25,000,000","Jan 1, 1967"
BURGER KING UK,https://www.crunchbase.com/organization/burger-king-uk,"Dec 11, 2025","£15,000,000",Not Started,"Food and Beverage, Hospitality, Restaurants","London, England, United Kingdom","Burger King UK focuses on flame-grilled burgers, chicken, plant-based options, sides, and beverages.","178,230",https://www.burgerking.co.uk/,$500M to $1B,Bridgepoint,Bridgepoint,,https://www.linkedin.com/company/burgerkinguk,10001+,"£15,000,000",1954
Enavate,https://www.crunchbase.com/organization/enavate,"Dec 11, 2025","$9,520,000",Not Started,"Information Services, Information Technology, Management Consulting, Software","Tampa, Florida, United States",Enavate is a consulting company that offers tools and plug ins on Microsoft CRM and Microsoft Dynamics 365.,"223,682",https://www.enavate.com/,$50M to $100M,"Longshore Capital Partners, Jesper Balser","Jesper Balser, Longshore Capital Partners",https://x.com/enavate,https://www.linkedin.com/company/enavate/,251-500,—,"Dec 17, 2013"
Fervo Energy,https://www.crunchbase.com/organization/fervo-energy,"Dec 10, 2025","$1,453,600,000",Not Started,"Energy, Energy Efficiency, Energy Management, Nuclear, Renewable Energy","Houston, Texas, United States",Fervo Energy develops and operates clean energy technology to generate carbon-free energy from geothermal systems.,"1,282",https://www.fervoenergy.com/,$50M to $100M,"B Capital, DCVC, Congruent Ventures, Google, Breakthrough Energy Ventures","B Capital, Breakthrough Energy Ventures, Capricorn Investment Group, Mercuria, X-Caliber Rural Capital",https://x.com/fervoenergy,https://www.linkedin.com/company/fervo-energy,101-250,"$462,000,000",2017
Nu Quantum,https://www.crunchbase.com/organization/nu-quantum,"Dec 10, 2025","$85,127,965",Not Started,"Computer, Information Technology, Network Security, Quantum Computing","Cambridge, Cambridgeshire, United Kingdom",Nu Quantum focuses on developing quantum networking hardware and software to scale quantum computers for practical use.,"1,578",https://nu-quantum.com/,$1M to $10M,"Gresham House Ventures, Amadeus Capital Partners, Seraphim Space, Ahren Innovation Capital, National Grid Partners (NGP)","Amadeus Capital Partners, Expeditions, IQ Capital, National Grid Partners (NGP)",https://x.com/NuQuantumLtd,https://www.linkedin.com/company/nu-quantum,101-250,"€60,750,000",2018
Kilo Code,https://www.crunchbase.com/organization/kilo-code,"Dec 10, 2025","$8,000,000",Not Started,"Artificial Intelligence (AI), Information Technology, Open Source, Software","San Francisco, California, United States","Kilo Code provides an open-source AI-powered coding assistant that supports code generation, debugging, and documentation.","3,122",https://kilo.ai/,—,"General Catalyst, Quiet Capital, Cota Capital, Tokyo Black, Breakers",Cota Capital,,https://www.linkedin.com/company/kilo-code,11-50,"$8,000,000",2025
BlossomHill Therapeutics,https://www.crunchbase.com/organization/blossomhill-therapeutics,"Dec 10, 2025","$257,000,000",Not Started,"Biopharma, Biotechnology, Health Care, Oncology, Pharmaceutical, Therapeutics","San Diego, California, United States",BlossomHill Therapeutics is a biopharmaceutical company focusing on oncology and autoimmune disorders.,"4,759",http://bhtherapeutics.com/,$1M to $10M,"Cormorant Asset Management, Vivo Capital, Janus Henderson Investors, OrbiMed, BioTrack Capital","BioTrack Capital, Brahma Capital, Colt Ventures, Cormorant Asset Management, Janus Henderson Investors, OrbiMed, Vivo Capital",,https://www.linkedin.com/company/blossomhill-therapeutics-inc,11-50,"$84,000,000",2020
Mondu,https://www.crunchbase.com/organization/mondu,"Dec 10, 2025","$239,465,378",Not Started,"B2B, Developer APIs, Financial Services, Payments","Berlin, Berlin, Germany",Mondu is a fintech company that offers B2B payment services.,"4,861",https://www.mondu.ai/,$1M to $10M,"Cherry Ventures, Valar Ventures, FinTech Collective, JPMorgan Partners, Discovery Ventures","Cherry Ventures, FinTech Collective, JPMorgan Partners, Valar Ventures, Vereinigte Volksbank Raiffeisenbank",,https://www.linkedin.com/company/mondu-ai,101-250,"€100,000,000",2021
Highland Electric Fleets,https://www.crunchbase.com/organization/highland-electric-fleets,"Dec 10, 2025","$150,000,000",Not Started,"Fleet Management, Transportation","Beverly, Massachusetts, United States",Highland Electric Fleets is a turnkey solutions provider that delivers electric school buses to school districts and fleet providers.,"4,999",https://highlandfleets.com/,$1M to $10M,Aiga Capital Partners,Aiga Capital Partners,https://x.com/highlandfleets,https://www.linkedin.com/company/highlandelectricfleets/,51-100,"$150,000,000",2018
SuperCircle,https://www.crunchbase.com/organization/supercircle,"Dec 10, 2025","$31,000,000",Not Started,"CleanTech, Retail Technology, Waste Management","New York, New York, United States",SuperCircle develops a tech platform and reverse logistics system that powers circularity for retail brands.,"5,965",https://supercircle.world/,$1M to $10M,"Ulu Ventures, Elemental Impact, Foundry Group, Montage Ventures, BBG Ventures","Elemental Impact, Foundry Group, Radicle Impact, Ulu Ventures",https://x.com/supercirclewrld,https://www.linkedin.com/company/supercircle,1-10,"$24,000,000",2018
Allonnia,https://www.crunchbase.com/organization/allonnia,"Dec 10, 2025","$110,000,000",Not Started,"Biotechnology, Environmental Engineering, Mining Technology, Waste Management","Boston, Massachusetts, United States","Allonnia is an environmental biotechnology company focused on metals and mining, plastics and PFAS, plus other emerging contaminants.","6,065",https://allonnia.com/,$10M to $50M,"General Atlantic, Bison Ventures, Ginkgo Bioworks, Vale, Viking Global Investors","Bison Ventures, Evok Innovations, Viking Global Investors",,https://www.linkedin.com/company/allonnia/,11-50,"$20,000,000",2020
Outset,https://www.crunchbase.com/organization/outset-c13b,"Dec 10, 2025","$51,250,000",Not Started,"Artificial Intelligence (AI), Consumer Research, Software","San Francisco, California, United States",Outset provides an AI-moderated research platform that helps research teams analyze and share qualitative and quantitative studies.,"6,505",https://outset.ai/,—,"8VC, Y Combinator, Radical Ventures, Alt Capital, Matrix","8VC, Adverb Ventures, Radical Ventures",https://x.com/OutsetAI,https://www.linkedin.com/company/outset-ai,11-50,"$30,000,000",2022
Ridwell,https://www.crunchbase.com/organization/ridwell,"Dec 10, 2025","$14,999,975",Not Started,"Environmental Consulting, Secondhand Goods, Service Industry, Waste Management","Seattle, Washington, United States",Ridwellt is engaged in reusing and recycling used stuff.,"7,210",https://www.ridwell.com/,$1M to $10M,"Correlation Ventures, Spark Capital, TMV, Freestyle Capital",—,https://x.com/getridwell,https://www.linkedin.com/company/ridwell,101-250,"$14,999,975",2017
Fresco,https://www.crunchbase.com/organization/fresco-cooks,"Dec 10, 2025","$62,402,079",Not Started,"Apps, Cooking, Software","Dublin, Dublin, Ireland","Fresco is the only neutral, cross-brand platform that seamlessly brings appliances, home cooks and recipes together.","7,301",https://frescocooks.com/,$1M to $10M,"Gaingels, SparkLabs Accelerator, Sinovation Ventures, Morpheus Ventures, Frontline Ventures","Alpha Edison, Alsop Louie Partners, Frontline Ventures, Instant Brands, Morpheus Ventures, Sinovation Ventures",https://x.com/FrescoCooks,https://www.linkedin.com/company/frescocooks/,101-250,"€15,000,000",2012
Vybe,https://www.crunchbase.com/organization/vybe-d158,"Dec 10, 2025","$10,500,000",Not Started,"Apps, Artificial Intelligence (AI), Developer Tools, Software","San Francisco, California, United States",Vybe is a software company that provides pre-built integrations and AI tools for users to develop and launch internal AI-powered apps.,"8,043",https://www.vybe.build/,—,"Y Combinator, Pelion Venture Partners, Pioneer Fund, First Round Capital, Kevin Hartz","First Round Capital, Orange Collective, Pelion Venture Partners, Pioneer Fund, Y Combinator",https://x.com/vybe_build,https://www.linkedin.com/company/vybe-build/,1-10,"$10,000,000",2025
Bobyard,https://www.crunchbase.com/organization/bobyard,"Dec 10, 2025","$38,634,001",Not Started,"Architecture, Artificial Intelligence (AI), Construction, Machine Learning","Menlo Park, California, United States",AI cost estimates for construction,"8,220",https://bobyard.com/,—,"Pear VC, 8VC, Primary Venture Partners, Tishman Speyer, Caffeinated Capital",8VC,,https://www.linkedin.com/company/bobyard,11-50,"$35,000,000",2023
Zenobe Energy,https://www.crunchbase.com/organization/zenobe-energy,"Dec 10, 2025","$2,933,338,306",Not Started,"Battery, Charging Infrastructure, Energy, Renewable Energy","London, England, United Kingdom","Zenobe Energy manufactures battery storage assets for electric bus operators, utilities, and industrial and commercial businesses.","8,654",https://www.zenobe.com/,—,"Siemens, CIBC, Societe Generale, Kohlberg Kravis Roberts & Co., SMBC Venture Capital","Australian Renewable Energy Agency, Clean Energy Finance Corporation, Infracapital, JERA, Kohlberg Kravis Roberts & Co., NatWest Group, New Zealand Green Investment Finance, Santander Corporate & Commercial, Tiger Infrastructure Partners, Tokyo Electric Power",https://x.com/zenobeenergy,https://www.linkedin.com/company/zenobe-energy-ltd/,251-500,—,Mar 2017
Impulse Dynamics,https://www.crunchbase.com/organization/impulse-dynamics,"Dec 10, 2025","$785,765,181",Not Started,"Biotechnology, Hospital, Medical, Medical Device","Marlton, New Jersey, United States",Impulse Dynamics is a medical device company offering innovative solutions for the treatment of chronic heart failure.,"8,706",http://www.impulse-dynamics.com/,$10M to $50M,"Wellington Management, Perceptive Advisors, Redmile Group, Sands Capital Ventures, Kennedy Lewis Investment Management","Alger, Amzak Health Investors, Braidwell, CR-CCT Industry Pilot Fund, GoldStone Investment, Hobart Healthcare, Lee Ka Kit, Perceptive Advisors, Redmile Group, Sands Capital Ventures",https://x.com/ModulateHF?s=20,https://www.linkedin.com/company/impulse-dynamics,101-250,"$158,000,000",1996
Crisp,https://www.crunchbase.com/organization/crisp-cad3,"Dec 10, 2025","$186,522,365",Not Started,"Business Intelligence, Data Integration, Food and Beverage, Retail Technology, SaaS","Springdale, Arkansas, United States","Crisp ingests and delivers daily, actionable retail data from different sources, providing brands with visibility into inventory and sales.","9,043",https://www.gocrisp.com/,$10M to $50M,"Gaingels, Wellington Management, FirstMark, Blue Cloud Ventures, ABN AMRO Bank","3L Capital, ABN AMRO Bank, BetterCo Holdings, FirstMark, Paine Schwartz Partners, TriplePoint Capital",https://x.com/go_crisp,https://www.linkedin.com/company/gocrisp,251-500,"$26,000,000",2016
Oboe,https://www.crunchbase.com/organization/oboe,"Dec 10, 2025","$20,000,000",Not Started,"Artificial Intelligence (AI), EdTech","New City, New York, United States",Oboe is an AI-powered educational platform that offers resources for learning.,"9,312",https://www.oboe.fyi/,—,"Andreessen Horowitz, Eniac Ventures, Haystack, Factorial Capital, Homebrew","Andreessen Horowitz, Eniac Ventures",https://x.com/oboelabs,https://www.linkedin.com/company/oboelabs,1-10,"$16,000,000",2024
Paralyzed Veterans of America,https://www.crunchbase.com/organization/paralyzed-veterans-of-america,"Dec 10, 2025","$8,430,000",Not Started,"Health Care, National Security, Non Profit, Rehabilitation","Washington, District of Columbia, United States","The Paralyzed Veterans of America, a congressionally chartered veterans service organization founded in 1946.","10,373",http://www.pva.org/,$10M to $50M,"Expedia, Lilly Endowment, Penske Automotive Group, Premier Truck Group","Expedia, Lilly Endowment, Penske Automotive Group",https://x.com/pva1946,https://www.linkedin.com/company/paralyzed-veterans-of-america,101-250,"$5,000,000",1946
Valinor Discovery,https://www.crunchbase.com/organization/valinor-discovery,"Dec 10, 2025","$13,000,000",Not Started,"Artificial Intelligence (AI), Biotechnology, Machine Learning","San Francisco, California, United States",Valinor Discovery uses machine learning to simulate drug performance and support data-driven drug development decisions.,"11,286",https://www.valinordiscovery.com/,—,"CRV, Harpoon, Pelion Venture Partners, Kickstart, Charlie Songhurst","Amino Collective, CRV, Harpoon, Pelion Venture Partners",https://x.com/valinordiscover,https://www.linkedin.com/company/valinor-discovery,1-10,"$13,000,000",Sep 2024
Inito,https://www.crunchbase.com/organization/inito,"Dec 10, 2025","$57,450,000",Not Started,"Health Care, Health Diagnostics, Home Health Care, Medical Device, Software","Palo Alto, California, United States",Inito is a developer of a medical testing device designed to facilitate accurate fertility monitoring.,"12,359",https://www.inito.com/,$1M to $10M,"Y Combinator, Fireside Ventures, z21 Ventures, Bertelsmann India Investments, SpringTide Ventures","Bertelsmann India Investments, Fireside Ventures, SpringTide Ventures, Y Combinator, z21 Ventures",,https://www.linkedin.com/company/10073351/,51-100,"$29,000,000",2015
Psivant Therapeutics,https://www.crunchbase.com/organization/psivant-therapeutics,"Dec 10, 2025","$47,500,000",Not Started,"Biopharma, Biotechnology, Chemical, Therapeutics","Watertown, Massachusetts, United States","Psivant Therapeutics is a biotechnology company that offers drug design, biology research, and development services.","14,098",https://psithera.com/,$1M to $10M,"Samsara BioCapital, Roivant Sciences, Lightstone Ventures, YK Bioventures, Eurofarma","Lightstone Ventures, Samsara BioCapital",,https://www.linkedin.com/company/psivant-therapeutics,11-50,"$47,500,000",2022
Zynap,https://www.crunchbase.com/organization/zynap-6e3f,"Dec 10, 2025","€11,700,000",Not Started,"Cyber Security, Network Security, Software","Barcelona, Catalonia, Spain",Zynap automate cybersecurity with intelligence designed to outsmart the cybercrime.,"14,165",https://www.zynap.com/,—,"K Fund, Kibo Ventures","K Fund, Kibo Ventures",,https://www.linkedin.com/company/zynap-ai/about/,11-50,"€6,000,000",2024
EpilepsyGTx,https://www.crunchbase.com/organization/epilepsygtx,"Dec 10, 2025","$43,000,000",Not Started,"Biotechnology, Clinical Trials, Medical","Canterbury, Kent, United Kingdom",EpilepsyGTx is a late-stage biotech company exploring cutting-edge gene therapies to improve the management of focal refractory epilepsy.,"15,290",https://www.epilepsygtx.com/,—,"British Business Bank, XGEN Venture, UCL Technology Fund, HTH","UCL Technology Fund, XGEN Venture",,https://www.linkedin.com/company/epilepsygtx/,1-10,"$33,000,000",2021
The Children's Hospital of Philadelphia,https://www.crunchbase.com/organization/the-childrens-hospital-of-philadelphia,"Dec 10, 2025","$33,350,000",Not Started,"Child Care, Health Care, Hospital, Medical, Non Profit","Philadelphia, Pennsylvania, United States",The Children's Hospital of Philadelphia offers hospital devoted exclusively to caring for children.,"15,638",http://chop.edu/,$1B to $10B,"Bill & Melinda Gates Foundation, Advanced Research Projects Agency for Health, American Heart Association, National Cancer Institute, UnitedHealthcare Community Plan","Advanced Research Projects Agency for Health, American Heart Association, Bill & Melinda Gates Foundation, Eagles Autism Challenge, Gilbert Family Foundation, Hyundai Hope On Wheels, National Cancer Institute, Pediatric Cancer Foundation, The Wyss Foundation, UnitedHealthcare Community Plan",https://x.com/ChildrensPhila,https://www.linkedin.com/company/the-childrens-hospital-of-philadelphia/,10001+,"$1,700,000",1855
Matta,https://www.crunchbase.com/organization/matta-613d,"Dec 10, 2025","$14,654,149",Not Started,"Artificial Intelligence (AI), Cloud Computing, Data Integration, Data Management, Developer Tools, Enterprise Software, Machine Learning, Software","London, England, United Kingdom","Matta provides AI software, custom models, and deployment for vision and language automation.","16,128",https://www.matta.ai/,—,"Lakestar, Giant Ventures, Boost VC, Innovate UK, Unruly Capital",Lakestar,https://x.com/mattalabs,https://www.linkedin.com/company/mattaai,1-10,"$14,000,000",2022
Hud,https://www.crunchbase.com/organization/hud-0892,"Dec 10, 2025","$21,000,000",Not Started,"Artificial Intelligence (AI), Machine Learning, Sensor","New York, New York, United States","Hud is a software company that offers AI tools such as copilot, cursor, and windsurf.","16,934",https://www.hud.io/,—,"Aleph, Square Peg Capital",Aleph,,https://www.linkedin.com/company/hud-hq/,11-50,"$21,000,000",2020
Cynch AI,https://www.crunchbase.com/organization/cynch-ai,"Dec 10, 2025","$33,975,610",Not Started,"Financial Services, FinTech, Generative AI","San Francisco, California, United States","Cynch AI is a fintech company that offers reasoning, machine learning, and generative AI to help people make financial decisions.","17,116",https://www.cynch.ai/,$1M to $10M,"Alumni Ventures, Alpha Intelligence Capital, Clear Ventures, True Global Ventures (TGV), Factory",True Global Ventures (TGV),,https://www.linkedin.com/company/cynch-ai/,11-50,"$9,000,000",2022
Channel3,https://www.crunchbase.com/organization/channel3,"Dec 10, 2025","$6,500,000",Not Started,"Artificial Intelligence (AI), Database, E-Commerce, Internet, Shopping","New York, New York, United States","Channel3 provides a universal, API-driven product catalog that enables developers to search, deduplicate, and monetize product data.","17,645",https://trychannel3.com/,—,"Y Combinator, Matrix, Pioneer Fund, Ludlow Ventures, Matteo Franceschetti","Matrix, Y Combinator",https://x.com/try_channel3,https://www.linkedin.com/company/channel3-ai,1-10,"$6,000,000",2025
Everli,https://www.crunchbase.com/organization/supermercato24,"Dec 10, 2025","$166,745,128",Not Started,"Delivery, Delivery Service, E-Commerce, Grocery, Same Day Delivery","Milan, Lombardia, Italy",Everli is a marketplace for online grocery shopping where customers can choose groceries from a variety of retailers.,"19,192",https://everli.com/,$10M to $50M,"Endeavor Catalyst, C4 Ventures, DN Capital, 360 Capital, Bossa Invest","360 Capital, FITEC, Innogest Capital, United Ventures, Verlinvest",https://x.com/Everli_It,https://www.linkedin.com/company/everli-formerly-supermercato24/,101-250,"$10,000,000",Sep 2014
AIR Platforms,https://www.crunchbase.com/organization/air-platforms,"Dec 10, 2025","$6,100,000",Not Started,"Artificial Intelligence (AI), Credit, Financial Services, Generative AI, Machine Learning, Software","New York, New York, United States","AIR Platforms (AIR) is an AI-powered credit ratings firm delivering real-time, cost-effective insights across public and private markets.","19,923",https://www.airplatforms.com/,—,"Work-Bench, Lerer Hippeau","Lerer Hippeau, Work-Bench",,https://www.linkedin.com/company/air-platforms/about/,1-10,"$6,100,000",2024
Trendtracker,https://www.crunchbase.com/organization/trensition,"Dec 10, 2025","€5,900,000",Not Started,"Artificial Intelligence (AI), Banking, Finance, Information Technology, Predictive Analytics, Software","Gent, Oost-Vlaanderen, Belgium",Trendtracker is an innovative AI-powered strategic and foresight intelligence tool.,"21,197",https://trendtracker.ai/,Less than $1M,"Capricorn Partners, Armilar Venture Partners, Catapult: Kickstarter","Armilar Venture Partners, Catapult: Kickstarter",,https://www.linkedin.com/company/trendtracker/,11-50,"€5,900,000","Oct 18, 2019"
Diakonos Oncology,https://www.crunchbase.com/organization/diakonos-oncology,"Dec 10, 2025","$38,400,000",Not Started,"Biotechnology, Oncology, Pharmaceutical","Houston, Texas, United States",Diakonos Oncology biotech firm developing dendritic cell vaccines targeting difficult cancer types.,"21,399",https://www.diakonosoncology.com/,$1M to $10M,"Baylor College of Medicine, Cancer Prevention and Research Institute of Texas, Restem Group, Brain Tumor Investment Fund, Buttonwood Titan QC Fund","Cancer Prevention and Research Institute of Texas, Restem Group",https://x.com/DiakonosOnc,http://www.linkedin.com/company/diakonos-oncology,11-50,"$7,000,000",2022
Doroni Aerospace,https://www.crunchbase.com/organization/doroni-aerospsce,"Dec 10, 2025","$44,456,751",Not Started,"Aerospace, Air Transportation, Transportation","Pompano Beach, Florida, United States",Doroni Aerospace develops an electric vertical takeoff and landing aircraft that everyone can fly and park in their home garage.,"21,924",https://www.doroni.io/,Less than $1M,Kingdom Aero Industries,Kingdom Aero Industries,https://x.com/Doroni1,https://www.linkedin.com/company/doroni/?viewAsMember=true,1-10,"$116,741","Nov 1, 2016"
Green Energy Origin,https://www.crunchbase.com/organization/green-energy-origin,"Dec 10, 2025","$110,000,000",Not Started,"GreenTech, Renewable Energy, Solar","Weinheim, Baden-Wurttemberg, Germany",Green Energy Origin is a sustainable firm that develops specialty chemicals and battery raw materials for cost effective energy solutions.,"22,128",https://www.geosi.com/,—,"HSG, Qiming Venture Partners, NIO Capital, Sofina, BlueCrest Capital Mangament",BlueCrest Capital Mangament,,https://www.geosi.com/wp-content/uploads/2025/04/icon-linkedin.svg,251-500,"$110,000,000",2023
Elisa,https://www.crunchbase.com/organization/elisa,"Dec 10, 2025","€900,000,000",Not Started,"Consumer, Information and Communications Technology (ICT), Online Portals, Telecommunications","Helsinki, Southern Finland, Finland","Elisa is telecommunication, ICT, and an online service company for communication and entertainment.","22,142",https://elisa.fi/,$1B to $10B,Nordic Investment Bank,Nordic Investment Bank,https://x.com/elisaoyj,https://www.linkedin.com/company/elisa,5001-10000,"€200,000,000",Jan 1882
Real Finance,https://www.crunchbase.com/organization/real-finance,"Dec 10, 2025","$29,000,000",Not Started,"Blockchain, Cryptocurrency, FinTech, Real Estate","Zug, Zug, Switzerland",Real Finance mission is to revolutionize finance by integrating real-world assets with blockchain technology.,"22,310",https://www.real.finance/,—,"Magnus Capital, Nimbus Capital, Frekaz Group",Nimbus Capital,https://x.com/RealFinOfficial,https://www.linkedin.com/company/realfinancerwa/,1-10,"$29,000,000",2024
2501.ai,https://www.crunchbase.com/organization/2501-ai,"Dec 10, 2025","€10,000,000",Not Started,—,"Paris, Ile-de-France, France","2501.ai enables you to deploy powerful AI agents with just two lines of code across any infrastructure whether cloud-based, on-premises.","23,535",https://www.2501.ai/,—,"Bpifrance, K Fund, Axeleo Capital, Kima Ventures, Cusp Capital","Galion.exe, K Fund, Kima Ventures",,https://www.linkedin.com/company/2501-ai/,1-10,"€8,000,000",—
Operation Homefront,https://www.crunchbase.com/organization/operation-homefront,"Dec 10, 2025","$7,750,000",Not Started,"Communities, Financial Services, Non Profit","San Antonio, Texas, United States","Operation Homefront is a nonprofit that provides programs and services that support military service members, veterans, and their families.","24,387",https://www.operationhomefront.org/,$10M to $50M,"Lilly Endowment, Kia Motors, The Cigna Group Foundation, Bob & Dolores Hope Foundation","Bob & Dolores Hope Foundation, Kia Motors, Lilly Endowment, The Cigna Group Foundation",https://x.com/op_homefront,https://www.linkedin.com/company/operationhomefront,101-250,"$7,500,000",2002
